年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位
97,19,流行音樂作品類-演唱類出版獎, 最佳客語專輯獎,戀戀舊山線,黎歐創意有限公司,黎歐創意有限公司
97,19,流行音樂作品類-演唱類出版獎, 最佳原住民語專輯獎,鰲芭!最美的部落,亞洲唱片有限公司,亞洲唱片有限公司
97,19,流行音樂作品類-演唱類出版獎, 最佳原住民語專輯獎,生命NASI,喜瑪拉雅音樂事業股份有限公司,喜瑪拉雅音樂事業股份有限公司
97,19,流行音樂作品類-演唱類出版獎, 最佳原住民語專輯獎,蔣進興my name is Bai Lang ,這虎音樂工作室,這虎音樂工作室
97,19,流行音樂作品類-演唱類出版獎, 最佳原住民語專輯獎,依拜維吉,詮釋音樂文化事業有限公司,詮釋音樂文化事業有限公司
97,19,流行音樂作品類-演唱類出版獎, 最佳原住民語專輯獎,查勞．巴西瓦里,角頭文化事業股份有限公司,角頭文化事業股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作曲人獎,無與倫比的美麗《無與倫比的美麗》,吳青峰,林暐哲音樂社
97,19,流行音樂作品類-演唱類個人獎, 最佳作曲人獎,愛這首歌《真情歌》,蕭煌奇,黑色吉他工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳作曲人獎,一眼瞬間《STAR專輯》,曹格,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作曲人獎,空白格《Goodbye Hello》,蔡健雅,亞神音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作曲人獎,青花瓷《我很忙》,周杰倫,杰威爾音樂有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作曲人獎,慶幸有你愛我《慶幸擁有》,林倛玉,華納國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作詞人獎,髻鬃花《髻鬃花-鄭朝方的文學音樂》,葉國居,新福休閒股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作詞人獎,逆光《逆光專輯》,廖瑩如,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作詞人獎,達爾文I《Goodbye Hello》,小寒,亞神音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作詞人獎,畢竟《親愛的...我還不知道》,張懸,新力博德曼音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作詞人獎,青花瓷《我很忙》,方文山,杰威爾音樂有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳作詞人獎,思念是一種病《OK》,"齊秦,張震嶽",滾石國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,無與倫比的美麗《無與倫比的美麗》,吳青峰、史俊威、謝馨儀、劉家凱、何景揚、龔鈺祺、林暐哲,林暐哲音樂社
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,特務J《特務J專輯》,小安,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,逆光《逆光專輯》,Martin Tang,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,崇拜《崇拜》,陳建騏,相信音樂國際股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,達爾文I《Goodbye Hello》,黃中岳,亞神音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,起床歌《Super Sunshine》,涂惠源,滾石國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳編曲人獎,青花瓷《我很忙》,鍾興民,杰威爾音樂有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳專輯製作人獎,2007 BANANA,黃連煜,貳樓音樂工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳專輯製作人獎,依拜維吉,曹登昌,詮釋音樂文化事業有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳專輯製作人獎,Goodbye Hello,蔡健雅,亞神音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳專輯製作人獎,拉活,Terry Chan,新力博德曼音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳專輯製作人獎,Super Sunshine,曹格、涂惠源,滾石國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳單曲製作人獎,pussy《pussy》,鍾成虎,好小氣音樂工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳單曲製作人獎,傻瓜《熱浪》,陳建良,種子音樂有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳單曲製作人獎,反恐小組《延長比賽》,TANK,華研國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳單曲製作人獎,特務J《特務J專輯》,阿弟仔,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳單曲製作人獎,一眼瞬間《STAR專輯》,馬毓芬,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語男歌手獎,認了吧,陳奕迅,上華國際企業股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語男歌手獎,延長比賽,TANK,華研國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語男歌手獎,我就是我,信,艾迴股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語男歌手獎,楊培安II,楊培安,擎天娛樂事業股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語男歌手獎,Super Sunshine,曹格,滾石國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語男歌手獎,Wonderland未來,方大同,華納國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語男歌手獎,今夜我陪你,施文彬,亂音製作有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語男歌手獎,堅強,王識賢,大旗製作股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語男歌手獎,真情歌,蕭煌奇,黑色吉他工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳國語女歌手獎,STAR專輯,張惠妹,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語女歌手獎,逆光專輯,孫燕姿,科藝百代股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語女歌手獎,崇拜,梁靜茹,相信音樂國際股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語女歌手獎,Goodbye Hello,蔡健雅,亞神音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語女歌手獎,拉活,莫文蔚,新力博德曼音樂娛樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳國語女歌手獎,慶幸擁有,蔡淳佳,華納國際音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語女歌手獎,體會,陳思安,東聲唱片傳播有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語女歌手獎,人生公路 深情海岸 專輯,詹雅雯,雅雯工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳台語女歌手獎,愛你的機會,孫淑媚,大旗製作股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語女歌手獎,望鄉思情,秀蘭瑪雅,大旗製作股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳台語女歌手獎,孤單的月娘,劉依純,巨人傳播有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳客語歌手獎,2007 BANANA,黃連煜,貳樓音樂工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳客語歌手獎,客家妹,林姿君,慕景文化志業有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳客語歌手獎,老樹新枝,劉榮昌,吉聲影視音有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳客語歌手獎,戀戀舊山線,邱幸儀、邱俐綾,黎歐創意有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳原住民語歌手獎,生命NASI,少妮瑤.久分勒分,喜瑪拉雅音樂事業股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳原住民語歌手獎,原聲中之美聲,林照玉,原聲藝術團
97,19,流行音樂作品類-演唱類個人獎, 最佳原住民語歌手獎,蔣進興my name is Bai Lang,蔣進興,這虎音樂工作室
97,19,流行音樂作品類-演唱類個人獎, 最佳原住民語歌手獎,依拜維吉,依拜維吉,詮釋音樂文化事業有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳原住民語歌手獎,查勞．巴西瓦里,查勞．巴西瓦里,角頭文化事業股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳樂團獎,乖乖,櫻桃幫,環球國際唱片股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳樂團獎,是誰,這位太太,喜瑪拉雅音樂事業股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳樂團獎,無與倫比的美麗,蘇打綠,林暐哲音樂社
97,19,流行音樂作品類-演唱類個人獎, 最佳樂團獎,青春舞曲,旺福樂團,豐華唱片股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳樂團獎,范曉萱+100%樂團 / 2007突破影音專輯,范曉萱+100%樂團,吃草的魚傳播有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳樂團獎,拷！！出來了！！！,拷秋勤,參拾柒度製作有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳演唱組合獎,大嘴巴同名專輯,大嘴巴,環球國際唱片股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳演唱組合獎,藏寶圖,南拳媽媽,阿爾發音樂股份有限公司
97,19,流行音樂作品類-演唱類個人獎, 最佳演唱組合獎,Soler《X2》,Soler,上多利國際娛樂有限公司
97,19,流行音樂作品類-演唱類個人獎, 最具潛力新人獎,碩一碩的流浪地圖,蕭賀碩,碩果音樂工作室
97,19,流行音樂作品類-演唱類個人獎, 最具潛力新人獎,傻孩子,閻韋伶,上多利國際娛樂有限公司
97,19,流行音樂作品類-演唱類個人獎, 最具潛力新人獎,心動的時刻,呂莘,喜國娛樂事業有限公司
97,19,流行音樂作品類-演唱類個人獎, 最具潛力新人獎,每日,羅思容,大大樹音樂圖像有限公司
97,19,流行音樂作品類-演唱類個人獎, 最具潛力新人獎,徹夜未眠,吳听徹,我董娛樂經紀有限公司
97,19,流行音樂作品類-演唱類個人獎, 最具潛力新人獎,頭號人物,WOW,新力博德曼音樂娛樂股份有限公司
97,19,流行音樂作品類-演奏類出版獎, 最佳專輯獎,托斯卡尼 我想起你,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司
97,19,流行音樂作品類-演奏類出版獎, 最佳專輯獎,絲竹空,絲竹空爵士樂團,絲竹空爵士樂團
97,19,流行音樂作品類-演奏類出版獎, 最佳專輯獎,Mr.比布,彗智數位影音有限公司,彗智數位影音有限公司
97,19,流行音樂作品類-演奏類出版獎, 最佳專輯獎,不能說的˙秘密,杰威爾音樂有限公司,杰威爾音樂有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳專輯製作人獎,托斯卡尼 我想起你,李欣芸,風潮音樂國際股份有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳專輯製作人獎,絲竹空,彭郁雯,絲竹空爵士樂團
97,19,流行音樂作品類-演奏類個人獎, 最佳專輯製作人獎,不能說的˙秘密,周杰倫,杰威爾音樂有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳專輯製作人獎,阮丹青 陽光海岸,阮丹青,典選音樂事業股份有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳作曲人獎,西伯利亞的風《鹿女 永恆的追尋》,李欣芸,肯園國際股份有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳作曲人獎,神鍠震九疆《霹靂開疆紀原聲帶》,章世和,無非文化有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳作曲人獎,琴房《不能說的˙秘密》,周杰倫、Terdsak Janpan,杰威爾音樂有限公司
97,19,流行音樂作品類-演奏類個人獎, 最佳作曲人獎,陽光海岸,阮丹青,典選音樂事業股份有限公司
97,19,流行音樂作品類-音樂錄影帶類, 最佳音樂錄影帶導演獎,左邊《無與倫比的美麗》,徐筠軒,林暐哲音樂社
97,19,流行音樂作品類-音樂錄影帶類, 最佳音樂錄影帶導演獎,學會《Ivana首張國語創作專輯》,陳宏一,種子音樂有限公司
97,19,流行音樂作品類-音樂錄影帶類, 最佳音樂錄影帶導演獎,崇拜《崇拜》,周格泰,相信音樂國際股份有限公司
97,19,流行音樂作品類-音樂錄影帶類, 最佳音樂錄影帶導演獎,WHY《范曉萱+100%樂團 / 2007突破影音專輯》,區雪儀,吃草的魚傳播有限公司
97,19,流行音樂作品類-音樂錄影帶類, 最佳音樂錄影帶導演獎,我就是這樣的《我在存在》,鍾偉權,亞神音樂娛樂股份有限公司
97,19,流行音樂作品類-評審團獎, 評審團獎,,從缺,
97,19,流行音樂作品類-特別貢獻獎, 特別貢獻獎,,陳志遠先生,
97,19,傳統暨藝術音樂作品類-出版獎, 最佳傳統音樂專輯獎,新古典崑劇《尋找遊園驚夢》,蘭庭崑劇團,蘭庭崑劇團
97,19,傳統暨藝術音樂作品類-出版獎, 最佳傳統音樂專輯獎,鄭榮興音樂專輯（玖‧客家八音系列、拾‧八音暨扮三仙）,財團法人慶美園文教基金會,財團法人慶美園文教基金會
97,19,傳統暨藝術音樂作品類-出版獎, 最佳傳統音樂專輯獎,Sepiuma唱情歌,屏東縣台灣原住民文化研究會,屏東縣台灣原住民文化研究會
97,19,傳統暨藝術音樂作品類-出版獎, 最佳傳統音樂專輯獎,杜如松笛聲吹向雲水間-笛簫獨奏專輯,琴園文化藝術股份限公司,琴園文化藝術股份限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳傳統音樂專輯獎,芳華現─魏海敏梅派經典唱段選輯,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳古典音樂專輯獎,謝宛臻 OBOE新美聲,財團法人邱再興文教基金會,財團法人邱再興文教基金會
97,19,傳統暨藝術音樂作品類-出版獎, 最佳古典音樂專輯獎,歐陽伶宜 演譯 巴赫無伴奏大提琴組曲全集,歐陽伶宜大提琴音樂方程式,歐陽伶宜大提琴音樂方程式
97,19,傳統暨藝術音樂作品類-出版獎, 最佳古典音樂專輯獎,In love with you 暗戀男聲,貝岡朵音樂藝術企業社,貝岡朵音樂藝術企業社
97,19,傳統暨藝術音樂作品類-出版獎, 最佳古典音樂專輯獎,Chun-Chieh Yen Debut Album,亞藝藝術有限公司,亞藝藝術有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳兒童音樂專輯獎,學客話,喜瑪拉雅音樂事業股份有限公司,喜瑪拉雅音樂事業股份有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳兒童音樂專輯獎,鄒族傳統童謠,高雄市台灣山地文化研究會,高雄市台灣山地文化研究會
97,19,傳統暨藝術音樂作品類-出版獎, 最佳兒童音樂專輯獎,發光如星,磐石製作有限公司,磐石製作有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳宗教音樂專輯獎,以音聲求,心心南管樂坊,心心南管樂坊
97,19,傳統暨藝術音樂作品類-出版獎, 最佳宗教音樂專輯獎,花香飄來時,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳宗教音樂專輯獎,耶和華是我的牧者,財團法人台灣基督長老教會大直教會,財團法人台灣基督長老教會大直教會
97,19,傳統暨藝術音樂作品類-出版獎, 最佳宗教音樂專輯獎,禮頌Ⅲ─劉志明聖樂作品集,福爾摩沙合唱團,福爾摩沙合唱團
97,19,傳統暨藝術音樂作品類-出版獎, 最佳宗教音樂專輯獎,啟示錄 前卷-另人驚嘆的未來世界,希望之聲文化有限公司,希望之聲文化有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳跨界音樂專輯獎,神香,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳跨界音樂專輯獎,越界嬉遊－謝宛臻OBOE跨界演奏專輯,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司
97,19,傳統暨藝術音樂作品類-出版獎, 最佳跨界音樂專輯獎,2007<曹七巧>劇場音樂原聲帶,李清照私人劇團,李清照私人劇團
97,19,傳統暨藝術音樂作品類-出版獎, 最佳跨界音樂專輯獎,狼圖騰,典選音樂事業股份有限公司,典選音樂事業股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳作曲人獎,豐年祭《音樂豐年祭》,黃燕忠,光正萬教殿
97,19,傳統暨藝術音樂作品類-個人獎, 最佳作曲人獎,秘厘圖《聲音圖案》,何訓田,風潮音樂國際股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳作曲人獎,啟示錄 前卷-另人驚嘆的未來世界專輯《啟示錄 前卷-另人驚嘆的未來世界》,許雅民,希望之聲文化有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳作詞人獎,桐花圓舞曲《斷層的台語歌曲－黑白的彩虹》,陳維斌,汎亞音樂團
97,19,傳統暨藝術音樂作品類-個人獎, 最佳作詞人獎,旅夢《旅夢》,鄭愁予,金革科技股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳作詞人獎,一碟兒詩話《旅夢》,鄭愁予,金革科技股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳編曲人獎,《高一生歌曲》組曲《原住民新韻》,鍾耀光,上揚國際股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳編曲人獎,春暖時分《2007<曹七巧>劇場音樂原聲帶》,陳怡慧,李清照私人劇團(Theatre Company of LeeQingZhao the Private)
97,19,傳統暨藝術音樂作品類-個人獎, 最佳專輯製作人獎,新古典崑劇《尋找遊園驚夢》,王志萍,蘭庭崑劇團
97,19,傳統暨藝術音樂作品類-個人獎, 最佳專輯製作人獎,歐陽伶宜 演譯 巴赫無伴奏大提琴組曲全集,黃家隆,歐陽伶宜大提琴音樂方程式
97,19,傳統暨藝術音樂作品類-個人獎, 最佳專輯製作人獎,In love with you 暗戀男聲,王閔弘,貝岡朵音樂藝術企業社
97,19,傳統暨藝術音樂作品類-個人獎, 最佳專輯製作人獎,2007<曹七巧>劇場音樂原聲帶,劉亮延,李清照私人劇團(Theatre Company of LeeQingZhao the Private)
97,19,傳統暨藝術音樂作品類-個人獎, 最佳傳統音樂詮釋獎,新古典崑劇《尋找遊園驚夢》,孔愛萍,蘭庭崑劇團
97,19,傳統暨藝術音樂作品類-個人獎, 最佳傳統音樂詮釋獎,鄭榮興音樂專輯（玖‧客家八音系列、拾‧八音暨扮三仙）,鄭榮興,財團法人慶美園文教基金會
97,19,傳統暨藝術音樂作品類-個人獎, 最佳傳統音樂詮釋獎,Sepiuma唱情歌,平和部落歌團,屏東縣台灣原住民文化研究會
97,19,傳統暨藝術音樂作品類-個人獎, 最佳傳統音樂詮釋獎,杜如松笛聲吹向雲水間-笛簫獨奏專輯,杜如松,琴園文化藝術股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳傳統音樂詮釋獎,芳華現─魏海敏梅派經典唱段選輯,魏海敏,風潮音樂國際股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演唱獎,以音聲求,王心心,心心南管樂坊
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演唱獎,因為愛,台北藝術家合唱團,慈緣國際文化股份有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演唱獎,夏日情懷－美聲精靈蔣啟真,蔣啟真,雅砌音樂有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演唱獎,In love with you 暗戀男聲,拉縴人男聲合唱團,貝岡朵音樂藝術企業社
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演唱獎,驚艷人聲─福爾摩沙合唱團 Gary Graden,福爾摩沙合唱團,福爾摩沙合唱團
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演奏獎,魔笛之舞,魔笛單簧管四重奏,就是愛樂藝術有限公司
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演奏獎,歐陽伶宜 演譯 巴赫無伴奏大提琴組曲全集,歐陽伶宜,歐陽伶宜大提琴音樂方程式
97,19,傳統暨藝術音樂作品類-個人獎, 最佳演奏獎,Chun-Chieh Yen Debut Album,嚴俊傑,亞藝藝術有限公司
97,19,傳統暨藝術音樂作品類-評審團獎, 評審團獎,,「67.5公分的天空」專輯演唱者－林煜智先生,
97,19,傳統暨藝術音樂作品類-特別貢獻獎, 特別貢獻獎,,朱丁順先生,
