年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演/錄音團隊
109,31,演唱類出版獎,最佳台語專輯獎,無名英雄,火氣音樂股份有限公司,火氣音樂股份有限公司,滅火器
109,31,演唱類出版獎,最佳客語專輯獎,Yourself 自己,鴿子窩音樂文化事業有限公司,鴿子窩音樂文化事業有限公司,Yachun Asta Tzeng 曾雅君
109,31,演唱類出版獎,最佳客語專輯獎,戇仔船/THE SHIP OF FOOLS,山下民謠有限公司,山下民謠有限公司,米莎
109,31,演唱類出版獎,最佳客語專輯獎,上鄉,洗耳恭聽股份有限公司,洗耳恭聽股份有限公司,黃子軒與山平快
109,31,演唱類出版獎,最佳客語專輯獎,有時有日,洗耳恭聽股份有限公司,洗耳恭聽股份有限公司,黃宇寒 Han
109,31,演唱類出版獎,最佳原住民語專輯獎,Sasela'an 氣息,阿洛無限有限公司,阿洛無限有限公司,Ado 阿洛
109,31,演唱類出版獎,最佳原住民語專輯獎,laloken ko orip 認真生活,認真生活有限公司,認真生活有限公司,阿努．卡力亭．沙力朋安Anu.Kaliting.Sadipongan
109,31,演唱類出版獎,最佳原住民語專輯獎,裡面的外面,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司,戴曉君
109,31,演唱類出版獎,最佳原住民語專輯獎,Salama,角頭文化事業股份有限公司,角頭文化事業股份有限公司,查勞加麓
109,31,演唱類出版獎,最佳原住民語專輯獎,kinakaian 母親的舌頭,十一音像有限公司(十一音樂),十一音像有限公司(十一音樂),阿爆（阿仍仍）
109,31,演唱類出版獎,最佳音樂錄影帶獎,去年冬天《去年冬天》,英屬維京群島商寰亞傳媒企業有限公司台灣分公司,英屬維京群島商寰亞傳媒企業有限公司台灣分公司,邱柏昶
109,31,演唱類出版獎,最佳音樂錄影帶獎,ZOEA《ZOEA》,牡蠣音樂有限公司,牡蠣音樂有限公司,有機像素
109,31,演唱類出版獎,最佳音樂錄影帶獎,紅衣女孩《Ugly Beauty》,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,程偉豪
109,31,演唱類出版獎,最佳音樂錄影帶獎,我只在乎你《愛的呼喚》,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,Robert Youngblood
109,31,演唱類出版獎,最佳音樂錄影帶獎,陪著你《藏著並不等於遺忘》,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,姚國禎
109,31,演唱類出版獎,最佳音樂錄影帶獎,恐怖谷《Juvenile A》,何樂音樂有限公司,何樂音樂有限公司,陳珊妮
109,31,演唱類出版獎,最佳音樂錄影帶獎,紅《我肯定在幾百年前就說過愛你》,相知國際股份有限公司,相知國際股份有限公司,殷振豪
109,31,演唱類個人獎,最佳作曲人獎,遠行“Distant Journey”《[陽光普照] 電影原聲帶》,林生祥,山下民謠有限公司,林生祥
109,31,演唱類個人獎,最佳作曲人獎,摩天動物園《摩天動物園》,G.E.M.鄧紫棋,台灣索尼音樂娛樂股份有限公司,G.E.M.鄧紫棋
109,31,演唱類個人獎,最佳作曲人獎,昏你 feat.乱彈阿翔(The Wedding feat.Luantan Ascent)《真真(Jen Jen)》,余佩真,亞神音樂娛樂股份有限公司,余佩真
109,31,演唱類個人獎,最佳作曲人獎,Thank You 感謝《kinakaian 母親的舌頭》,阿爆（阿仍仍）、Dizparity,十一音像有限公司(十一音樂),阿爆（阿仍仍）
109,31,演唱類個人獎,最佳作曲人獎,太空人《太空人》,吳青峰,環球國際唱片股份有限公司,吳青峰
109,31,演唱類個人獎,最佳作詞人獎,若此身為樹/If I were a Tree《戇仔船/THE SHIP OF FOOLS》,米莎,山下民謠有限公司,米莎
109,31,演唱類個人獎,最佳作詞人獎,她的每一天《七天》,陳昇 Bobby Chen,滾石國際音樂股份有限公司,陳昇 Bobby Chen
109,31,演唱類個人獎,最佳作詞人獎,成為一個厲害的普通人《Juvenile A》,陳珊妮、呂士軒,何樂音樂有限公司,陳珊妮、呂士軒
109,31,演唱類個人獎,最佳作詞人獎,Ophelia《藏著並不等於遺忘》,李格弟,台灣索尼音樂娛樂股份有限公司,魏如萱
109,31,演唱類個人獎,最佳作詞人獎,1-10 ft. Dizparity《kinakaian 母親的舌頭》,阿爆（阿仍仍）、王秋蘭（愛靜）,十一音像有限公司(十一音樂),阿爆（阿仍仍）
109,31,演唱類個人獎,最佳作詞人獎,路《路》,謝銘祐,三川娛樂有限公司,謝銘祐
109,31,演唱類個人獎,最佳編曲人獎,輸情歌《巷子內》,剃刀蔣(跳蛋工廠EGGO Music Production),台灣索尼音樂娛樂股份有限公司,J.Sheon
109,31,演唱類個人獎,最佳編曲人獎,寒雨曲《愛的呼喚》,Ryan Francesconi,台灣索尼音樂娛樂股份有限公司,王若琳
109,31,演唱類個人獎,最佳編曲人獎,戰《失物之城》,KOBUDO 古武道,雪人有限公司,許哲珮
109,31,演唱類個人獎,最佳編曲人獎,戰歌《裡面的外面》,曾仁義、洪子龍、張漢恭、戴曉君,風潮音樂國際股份有限公司,戴曉君
109,31,演唱類個人獎,最佳編曲人獎,kinakaian 母親的舌頭《kinakaian 母親的舌頭》,Dizparity,十一音像有限公司(十一音樂),阿爆（阿仍仍）
109,31,演唱類個人獎,最佳專輯製作人獎,失物之城,王希文、許哲珮,雪人有限公司,許哲珮
109,31,演唱類個人獎,最佳專輯製作人獎,Juvenile A,陳珊妮,何樂音樂有限公司,陳珊妮
109,31,演唱類個人獎,最佳專輯製作人獎,藏著並不等於遺忘,陳建騏,台灣索尼音樂娛樂股份有限公司,魏如萱
109,31,演唱類個人獎,最佳專輯製作人獎,kinakaian 母親的舌頭,黃少雍、阿爆（阿仍仍）,十一音像有限公司(十一音樂),阿爆（阿仍仍）
109,31,演唱類個人獎,最佳專輯製作人獎,無名英雄,Mike Green、滅火器,火氣音樂股份有限公司,滅火器
109,31,演唱類個人獎,最佳單曲製作人獎,最高品質靜悄悄 Airplane Mode《平庸之上》,杜振熙 Soft Lipa,爵士寶貝有限公司,9m88
109,31,演唱類個人獎,最佳單曲製作人獎,Y.O.Y (feat. 張立?)《派樂黛J7 白蛇鑽》,陳君豪,派樂黛唱片有限公司,陳君豪、張立羣
109,31,演唱類個人獎,最佳單曲製作人獎,fly－電影「少年的你」片尾曲《fly－電影「少年的你」片尾曲》,蔡德才,街聲股份有限公司,岑寧兒
109,31,演唱類個人獎,最佳單曲製作人獎,路《路》,謝銘祐,三川娛樂有限公司,謝銘祐
109,31,演唱類個人獎,最佳單曲製作人獎,默念你《默念你》,宋念宇,華納國際音樂股份有限公司,宋念宇
109,31,演唱類個人獎,最佳單曲製作人獎,獨上C樓 feat.范曉萱《馬戲團》,余佳倫、黃宣,否極泰來音樂股份有限公司,YELLOW、范曉萱
109,31,演唱類個人獎,最佳國語男歌手獎,少年 The Younger Me,周華健 Wakin Chau,滾石國際音樂股份有限公司,周華健 Wakin Chau
109,31,演唱類個人獎,最佳國語男歌手獎,巷子內,J.Sheon,台灣索尼音樂娛樂股份有限公司,J.Sheon
109,31,演唱類個人獎,最佳國語男歌手獎,遠走高飛 Gone Away,張震嶽Ayal Komod,滾石國際音樂股份有限公司,張震嶽Ayal Komod
109,31,演唱類個人獎,最佳國語男歌手獎,亞洲通話,黃明志,亞洲通文創有限公司,黃明志
109,31,演唱類個人獎,最佳國語男歌手獎,太空人,吳青峰,環球國際唱片股份有限公司,吳青峰
109,31,演唱類個人獎,最佳國語男歌手獎,頒獎的時候我要缺席,裘德,眾水之音文化傳播有限公司,裘德
109,31,演唱類個人獎,最佳國語女歌手獎,愛的呼喚,王若琳,台灣索尼音樂娛樂股份有限公司,王若琳
109,31,演唱類個人獎,最佳國語女歌手獎,我好嗎? - 太陽如常升起,梁靜茹,環球國際唱片股份有限公司,梁靜茹
109,31,演唱類個人獎,最佳國語女歌手獎,摩天動物園,G.E.M.鄧紫棋,台灣索尼音樂娛樂股份有限公司,G.E.M.鄧紫棋
109,31,演唱類個人獎,最佳國語女歌手獎,失物之城,許哲珮,雪人有限公司,許哲珮
109,31,演唱類個人獎,最佳國語女歌手獎,越美麗越看不見,楊乃文,亞神音樂娛樂股份有限公司,楊乃文
109,31,演唱類個人獎,最佳國語女歌手獎,藏著並不等於遺忘,魏如萱,台灣索尼音樂娛樂股份有限公司,魏如萱
109,31,演唱類個人獎,最佳台語男歌手獎,遙遠的戀情,方順吉,太極音樂有限公司,方順吉
109,31,演唱類個人獎,最佳台語男歌手獎,但係我袂驚惶,陳以恆,恆星製造所有限公司,陳以恆
109,31,演唱類個人獎,最佳台語男歌手獎,毋通,曾瑋中,時代創藝企業有限公司,曾瑋中
109,31,演唱類個人獎,最佳台語男歌手獎,善良的歹人,蘇明淵,紅豆娛樂股份有限公司,蘇明淵
109,31,演唱類個人獎,最佳台語男歌手獎,風中浮沉的花蕊,吳永吉,大吉祥整合行銷有限公司,吳永吉
109,31,演唱類個人獎,最佳台語女歌手獎,朱海君 花開的時/Touch a star,朱海君,豪聲唱片有限公司,朱海君
109,31,演唱類個人獎,最佳台語女歌手獎,有夠貓,杜忻恬,時代創藝企業有限公司,杜忻恬
109,31,演唱類個人獎,最佳台語女歌手獎,鏡reflection,潘越雲,這虎音樂工作室,潘越雲
109,31,演唱類個人獎,最佳台語女歌手獎,霞姐直播中,王瑞霞,米樂士娛樂股份有限公司,王瑞霞
109,31,演唱類個人獎,最佳台語女歌手獎,疼Cherish our Pain,張涵雅,好痛音樂事業有限公司,張涵雅
109,31,演唱類個人獎,最佳客語歌手獎,戇仔船/THE SHIP OF FOOLS,米莎,山下民謠有限公司,米莎
109,31,演唱類個人獎,最佳客語歌手獎,沿路日常,劉榮昌,黎歐創意有限公司,劉榮昌
109,31,演唱類個人獎,最佳客語歌手獎,纏，一溜仔,黃珮舒,三川娛樂有限公司,黃珮舒
109,31,演唱類個人獎,最佳客語歌手獎,有時有日,黃宇寒 Han,洗耳恭聽股份有限公司,黃宇寒 Han
109,31,演唱類個人獎,最佳原住民語歌手獎,盧靜子 尋樂,盧靜子,參拾柒度製作有限公司,盧靜子
109,31,演唱類個人獎,最佳原住民語歌手獎,Sasela'an 氣息,Ado 阿洛,阿洛無限有限公司,Ado 阿洛
109,31,演唱類個人獎,最佳原住民語歌手獎,laloken ko orip 認真生活,阿努．卡力亭．沙力朋安,認真生活有限公司,阿努．卡力亭．沙力朋安Anu.Kaliting.Sadipongan
109,31,演唱類個人獎,最佳原住民語歌手獎,裡面的外面,戴曉君,風潮音樂國際股份有限公司,戴曉君
109,31,演唱類個人獎,最佳原住民語歌手獎,kinakaian 母親的舌頭,阿爆（阿仍仍）,十一音像有限公司(十一音樂),阿爆（阿仍仍）
109,31,演唱類個人獎,最佳樂團獎,Never Die,TRASH:阿夜、頤原、博文、金魁剛,華納國際音樂股份有限公司,TRASH
109,31,演唱類個人獎,最佳樂團獎,我肯定在幾百年前就說過愛你,告五人:潘雲安、犬青、哲謙,相知國際股份有限公司,告五人
109,31,演唱類個人獎,最佳樂團獎,豚愛特攻隊,海豚刑警:楊淑芬、周志明、林寶珠、陳金發 ,香港商華納音樂出版有限公司台灣分公司,海豚刑警
109,31,演唱類個人獎,最佳樂團獎,我們以後要結婚,茄子蛋:黃奇斌、蔡鎧任、謝耀德,艾格普蘭特艾格有限公司,茄子蛋
109,31,演唱類個人獎,最佳樂團獎,遜到簡直是個藝術品,傷心欲絕:許正泰、劉暐、官靖剛、黃紹祖、陳冠甫、葛亭筠,大果音樂製作有限公司,傷心欲絕
109,31,演唱類個人獎,最佳樂團獎,無名英雄,滅火器:楊大正 Sam、鄭宇辰 ORio、陳敬元 JC、柯志勛 KG,火氣音樂股份有限公司,滅火器
109,31,演唱類個人獎,最佳樂團獎,神一樣的存在,神棍樂團:陳秉燁、張竣傑、張維哲、潘睿翊、吳岳霖、張智彥,風潮音樂國際股份有限公司,神棍樂團
109,31,演唱類個人獎,最佳演唱組合獎,Nemo,JADE:嘟嘟、AJ(阿傑),愛貝克思股份有限公司,嘟嘟
109,31,演唱類個人獎,最佳演唱組合獎,作弊人生,Chick en Chicks:蔡奇龍、Kartina Flavia Hai,複製貼上音樂製作有限公司,Chick en Chicks
109,31,演唱類個人獎,最佳演唱組合獎,1+1<3,慢慢說:利得彙、沈志方,雅慕斯娛樂股份有限公司,慢慢說
109,31,演唱類個人獎,最佳演唱組合獎,唐貓,唐貓:高真、阿蘭、三智、少瑜,好有感覺音樂事業有限公司,高真、阿蘭
109,31,演唱類個人獎,最佳演唱組合獎,團體枕聊概念EP,守夜人 Night Keepers:秦旭章、楊其偉、林稚翎、蔡佳穎,何樂音樂有限公司,守夜人 Night Keepers
109,31,演唱類個人獎,最佳新人獎,平庸之上,9m88,爵士寶貝有限公司,9m88
109,31,演唱類個人獎,最佳新人獎,Nemo,JADE,愛貝克思股份有限公司,嘟嘟
109,31,演唱類個人獎,最佳新人獎,#osnrap,高爾宣,史科特音樂股份有限公司,高爾宣 OSN
109,31,演唱類個人獎,最佳新人獎,我肯定在幾百年前就說過愛你,告五人,相知國際股份有限公司,告五人
109,31,演唱類個人獎,最佳新人獎,幻想曲,莫宰羊,好有感覺音樂事業有限公司,莫宰羊
109,31,演唱類個人獎,最佳新人獎,壞米仔,楊士弘,台灣索尼音樂娛樂股份有限公司,楊士弘
109,31,演唱類個人獎,最佳新人獎,房間裡的大象,持修,野聲音娛樂有限公司,持修
109,31,演奏類出版獎,演奏類最佳專輯獎,Petrichor,麥丁文化事業有限公司,麥丁文化事業有限公司,關家傑、 Fabian Almaza、Linda May Oh、Johnathan Blake
109,31,演奏類出版獎,演奏類最佳專輯獎,鍾興民作品集 Initial Value,果核有限公司,果核有限公司,鍾興民
109,31,演奏類出版獎,演奏類最佳專輯獎,Ken,山下民謠有限公司,山下民謠有限公司,大竹研
109,31,演奏類出版獎,演奏類最佳專輯獎,返校 Detention（電影原聲帶）,黑馬映像電影有限公司,黑馬映像電影有限公司,盧律銘
109,31,演奏類出版獎,演奏類最佳專輯獎,Ciao Bella,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,蘇聖育、林冠良、曾增譯
109,31,演奏類個人獎,演奏類最佳專輯製作人獎,Petrichor,關家傑,麥丁文化事業有限公司,關家傑、Fabian Almaza、 Linda May Oh、Johnathan Blake
109,31,演奏類個人獎,演奏類最佳專輯製作人獎,夢幻,坂本健志,好有感覺音樂事業有限公司,坂本健志
109,31,演奏類個人獎,演奏類最佳專輯製作人獎,"Flow, Gesture, and Spaces",非／密閉空間,派樂黛唱片有限公司,非／密閉空間
109,31,演奏類個人獎,演奏類最佳專輯製作人獎,走入有霧的森林,江致潔,風潮音樂國際股份有限公司,Cicada
109,31,演奏類個人獎,演奏類最佳專輯製作人獎,鍾興民作品集 Initial Value,鍾興民,果核有限公司,鍾興民
109,31,演奏類個人獎,演奏類最佳作曲人獎,When Will I See You Again?《Petrichor》,關家傑,麥丁文化事業有限公司,關家傑
109,31,演奏類個人獎,演奏類最佳作曲人獎,"非／密閉空間　《Flow, Gesture, and Spaces》",非／密閉空間,派樂黛唱片有限公司,非／密閉空間
109,31,演奏類個人獎,演奏類最佳作曲人獎,開山《鍾興民作品集 Initial Value》,鍾興民,果核有限公司,鍾興民、吳雪盟、中國愛樂樂團、曾誠
109,31,演奏類個人獎,演奏類最佳作曲人獎,Okinawa《Ken》,大竹研,山下民謠有限公司,大竹研
109,31,演奏類個人獎,演奏類最佳作曲人獎,Ciao Bella《Ciao Bella》,蘇聖育,好有感覺音樂事業有限公司,蘇聖育 Organ 3
109,31,技術類個人獎,最佳裝幀設計獎,我肯定在幾百年前就說過愛你,相知國際股份有限公司,相知國際股份有限公司,顏伯駿
109,31,技術類個人獎,最佳裝幀設計獎,雞腿便當,顏社企業有限公司,顏社企業有限公司,廖小子
109,31,技術類個人獎,最佳裝幀設計獎,我們以後要結婚,艾格普蘭特艾格有限公司,艾格普蘭特艾格有限公司,吳建龍
109,31,技術類個人獎,最佳裝幀設計獎,BJ肆,薩摩亞商妮樂佛創意有限公司(台灣分公司),薩摩亞商妮樂佛創意有限公司(台灣分公司),吳建龍、曾建穎
109,31,技術類個人獎,最佳裝幀設計獎,海光之聲,蘆葦花開音樂藝術文化工作室,蘆葦花開音樂藝術文化工作室,何佳興
109,31,技術類出版獎,最佳演唱錄音專輯獎,少年 The Younger Me,滾石國際音樂股份有限公司,滾石國際音樂股份有限公司,主要錄音人員：鄧緯聖、洪浚程／主要混音人員：林正忠、王俊傑(小K)／主要母帶後製人員：孫仲舒
109,31,技術類出版獎,最佳演唱錄音專輯獎,二分之一,楊大音樂文化有限公司,楊大音樂文化有限公司,主要錄音人員：黃亭蓉、林于天／主要混音人員：楊大緯／主要母帶後製人員：楊大緯
109,31,技術類出版獎,最佳演唱錄音專輯獎,失物之城,雪人有限公司,雪人有限公司,主要錄音人員：許哲珮、林尚伯、左興、蘇賢緯、塩 澤利安／主要混音人員：黃文萱／主要母帶後製人員：Randy Merrill
109,31,技術類出版獎,最佳演唱錄音專輯獎,Toliara,角頭文化事業股份有限公司,角頭文化事業股份有限公司,主要錄音人員：Mario Karpinsky、Danial Casas／主要混音人員：Carlos Maria Vera Del Moral／主要母帶後製人員：Carlos Maria Vera Del Moral
109,31,技術類出版獎,最佳演唱錄音專輯獎,BJ肆,薩摩亞商妮樂佛創意有限公司(台灣分公司),薩摩亞商妮樂佛創意有限公司(台灣分公司),主要錄音人員：王永鈞／主要混音人員：Dan Korneff／主要母帶後製人員：Ted Jenson
109,31,技術類出版獎,最佳演奏錄音專輯獎,"West 17th Street, New York City 西十七街, 紐約",好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,主要錄音人員：林煒盛、盧雷隆、落合誠治、大前研二／主要混音人員：彼得卡爾／主要母帶後製人員：彼得卡爾
109,31,技術類出版獎,最佳演奏錄音專輯獎,Somewhere In The Middle,山下民謠有限公司,山下民謠有限公司,主要錄音人員：錢煒安／主要混音人員：錢煒安／主要母帶後製人員：Scott Hull
109,31,技術類出版獎,最佳演奏錄音專輯獎,鍾興民作品集 Initial Value,果核有限公司,果核有限公司,主要錄音人員：李岳松、王家棟／主要混音人員：鍾興民／主要母帶後製人員：Bernie Grundman
109,31,技術類出版獎,最佳演奏錄音專輯獎,A voice in the Chaos,街聲股份有限公司,街聲股份有限公司,主要錄音人員：大恭／主要混音人員：大恭／主要母帶後製人員：大恭
109,31,技術類出版獎,最佳演奏錄音專輯獎,返校 Detention（電影原聲帶）,黑馬映像電影有限公司,黑馬映像電影有限公司,主要錄音人員：錢煒安／主要混音人員：錢煒安／主要母帶後製人員：錢煒安
109,31,特別貢獻獎,特別貢獻獎,,黃瑞豐,,
