年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演
106,28,演唱類出版獎,最佳國語專輯獎,萬松嶺,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,許鈞
106,28,演唱類出版獎,最佳台語專輯獎,釘子花,環球國際唱片股份有限公司,環球國際唱片股份有限公司,伍佰
106,28,演唱類出版獎,最佳台語專輯獎,台北直直撞,顏社企業有限公司,顏社企業有限公司,李英宏 aka DJ Didilong
106,28,演唱類出版獎,最佳台語專輯獎,REBORN,火氣音樂股份有限公司,火氣音樂股份有限公司,滅火器
106,28,演唱類出版獎,最佳台語專輯獎,舊年,三川娛樂有限公司,三川娛樂有限公司,謝銘祐
106,28,演唱類出版獎,最佳台語專輯獎,台客電力公司同名專輯,這虎音樂工作室,這虎音樂工作室,台客電力公司
106,28,演唱類出版獎,最佳台語專輯獎,董事長的少年時代,大吉祥整合行銷有限公司,大吉祥整合行銷有限公司,董事長樂團
106,28,演唱類出版獎,最佳客語專輯獎,光亮徬徨的閃耀年紀,三十而立有限公司,三十而立有限公司,二本貓
106,28,演唱類出版獎,最佳客語專輯獎,百夜生,山下民謠有限公司,山下民謠有限公司,米莎X地下河
106,28,演唱類出版獎,最佳客語專輯獎,笑笑仔世界,臺北市政府客家事務委員會,臺北市政府客家事務委員會,溫尹嫦、羅思容、林生祥
106,28,演唱類出版獎,最佳客語專輯獎,桐花放客,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,楊淑喻、吉那罐子
106,28,演唱類出版獎,最佳客語專輯獎,我爸講海陸，我媽講四縣,雷克斯音樂有限公司,雷克斯音樂有限公司,陳瑋儒
106,28,演唱類出版獎,最佳原住民語專輯獎,桑布伊創作專輯 - 椏幹,卡達德邦文化工作室,卡達德邦文化工作室,桑布伊（盧皆興）
106,28,演唱類出版獎,最佳原住民語專輯獎,順著河流走,風潮音樂國際股份有限公司,風潮音樂國際股份有限公司,戴曉君（Sauljaljui Gavegave少亞芮．卡夫卡夫）
106,28,演唱類出版獎,最佳原住民語專輯獎,郭明龍-Longer Story 創作專輯,好的創藝工作室,好的創藝工作室,郭明龍
106,28,演唱類出版獎,最佳原住民語專輯獎,vavayan 女人,十一音像有限公司(十一音樂),十一音像有限公司(十一音樂),阿爆（Aljenljeng阿仍仍）
106,28,演唱類出版獎,最佳原住民語專輯獎,看月亮 SADU KATA BUAN,方舟音樂文化有限公司,方舟音樂文化有限公司,馬詠恩（Tulbus Mangququ）與農男樂團
106,28,演唱類出版獎,最佳音樂錄影帶獎,拆《張三李四》,安樂茂思國際事業有限公司,安樂茂思國際事業有限公司,彭畯益、朱啟光、張錫安
106,28,演唱類出版獎,最佳音樂錄影帶獎,床邊故事《周杰倫的床邊故事》,杰威爾音樂有限公司,杰威爾音樂有限公司,周杰倫
106,28,演唱類出版獎,最佳音樂錄影帶獎,水星記《飛行器的執行週期》,環球國際唱片股份有限公司,環球國際唱片股份有限公司,黃婕妤
106,28,演唱類出版獎,最佳音樂錄影帶獎,獨善其身《日常》,華研國際音樂股份有限公司,華研國際音樂股份有限公司,比爾賈
106,28,演唱類出版獎,最佳音樂錄影帶獎,頑固《自傳 history of Tomorrow》,相信音樂國際股份有限公司,相信音樂國際股份有限公司,陳奕仁
106,28,演唱類出版獎,最佳音樂錄影帶獎,Dust My Shoulders Off《張靚穎英文單曲Dust My Shoulders Off》,美樂帝音樂有限公司,美樂帝音樂有限公司,廖人帥
106,28,演唱類個人獎,最佳作曲人獎,淒美地《飛行器的執行週期》,郭頂,環球國際唱片股份有限公司,郭頂
106,28,演唱類個人獎,最佳作曲人獎,我們的總和《說 艾怡良》,艾怡良,台灣索尼音樂娛樂股份有限公司,艾怡良
106,28,演唱類個人獎,最佳作曲人獎,後來的我們《自傳 history of Tomorrow》,五月天 怪獸,相信音樂國際股份有限公司,五月天
106,28,演唱類個人獎,最佳作曲人獎,大風吹《醜奴兒》,草東沒有派對,石皮有限公司,草東沒有派對
106,28,演唱類個人獎,最佳作曲人獎,你啊你啊《末路狂花》,魏如萱,台灣索尼音樂娛樂股份有限公司,魏如萱
106,28,演唱類個人獎,最佳作曲人獎,下晡的ワルツ《舊年》,謝銘祐,三川娛樂有限公司,謝銘祐
106,28,演唱類個人獎,最佳作曲人獎,離心力 Centrifugal Force《離心力 CENTRIFUGAL FORCE》,黃建為,亞神音樂娛樂股份有限公司,楊乃文
106,28,演唱類個人獎,最佳作詞人獎,年輪說《年輪說》,吳青峰,百代唱片股份有限公司,楊丞琳
106,28,演唱類個人獎,最佳作詞人獎,蹦孔《釘子花》,伍佰,環球國際唱片股份有限公司,伍佰
106,28,演唱類個人獎,最佳作詞人獎,淒美地《飛行器的執行週期》,郭頂,環球國際唱片股份有限公司,郭頂
106,28,演唱類個人獎,最佳作詞人獎,我們的總和《說 艾怡良》,艾怡良,台灣索尼音樂娛樂股份有限公司,艾怡良
106,28,演唱類個人獎,最佳作詞人獎,成名在望《自傳 history of Tomorrow》,五月天 阿信,相信音樂國際股份有限公司,五月天
106,28,演唱類個人獎,最佳作詞人獎,爛泥《醜奴兒》,草東沒有派對,石皮有限公司,草東沒有派對
106,28,演唱類個人獎,最佳作詞人獎,彼卡皮箱《舊年》,謝銘祐,三川娛樂有限公司,謝銘祐
106,28,演唱類個人獎,最佳編曲人獎,Na emaalrup / 獵人 / Hunter《桑布伊創作專輯 - 椏幹》,洪晟文、任中強,卡達德邦文化工作室,桑布伊
106,28,演唱類個人獎,最佳編曲人獎,蹦孔《釘子花》,伍佰&China Blue,環球國際唱片股份有限公司,伍佰
106,28,演唱類個人獎,最佳編曲人獎,空頭支票《說 艾怡良》,詹賢哲,台灣索尼音樂娛樂股份有限公司,艾怡良
106,28,演唱類個人獎,最佳編曲人獎,還不夠遠《你的完美有點難懂並不代表世界不能包容》,盧凱彤,洛克妹有限公司,盧凱彤
106,28,演唱類個人獎,最佳編曲人獎,izuwa 有《vavayan 女人》,荒井十一、Derrick Sepnio、Fergus Chow,十一音像有限公司(十一音樂),阿爆(阿仍仍)
106,28,演唱類個人獎,最佳編曲人獎,是日救星《是日救星》,陳君豪,亞神音樂娛樂股份有限公司,徐佳瑩
106,28,演唱類個人獎,最佳專輯製作人獎,桑布伊創作專輯 - 椏幹,陳主惠,卡達德邦文化工作室,桑布伊(盧皆興)
106,28,演唱類個人獎,最佳專輯製作人獎,JTW 西遊記,方大同、Derrick Sepnio,香港商賦音樂有限公司,方大同
106,28,演唱類個人獎,最佳專輯製作人獎,先生小姐,杜凱、戈非,風花雪月音樂文化事業有限公司,Mr. Miss
106,28,演唱類個人獎,最佳專輯製作人獎,自傳 history of Tomorrow,五月天,相信音樂國際股份有限公司,五月天
106,28,演唱類個人獎,最佳專輯製作人獎,末路狂花,陳建騏,台灣索尼音樂娛樂股份有限公司,魏如萱
106,28,演唱類個人獎,最佳專輯製作人獎,vavayan 女人,荒井十一,十一音像有限公司(十一音樂),阿爆(Aljenljeng 阿仍仍)
106,28,演唱類個人獎,最佳單曲製作人獎,年輪說《年輪說》,陳建騏,百代唱片股份有限公司,楊丞琳
106,28,演唱類個人獎,最佳單曲製作人獎,還是想念《還是想念（Still Missing）》,五月天 瑪莎,相信音樂國際股份有限公司,家家
106,28,演唱類個人獎,最佳單曲製作人獎,家家歌 feat.以莉高露/Suming舒米恩《還是想念（Still Missing）》,荒井十一,相信音樂國際股份有限公司,家家、以莉高露、Suming舒米恩
106,28,演唱類個人獎,最佳單曲製作人獎,離心力 Centrifugal Force《離心力 CENTRIFUGAL FORCE》,黃建為、 陳君豪,亞神音樂娛樂股份有限公司,楊乃文
106,28,演唱類個人獎,最佳單曲製作人獎,Aka Pacici 不要逞強《郭明龍-Longer Story 創作專輯》,達卡鬧,好的創藝工作室,郭明龍
106,28,演唱類個人獎,最佳單曲製作人獎,人間煙火《日常》,陳珊妮,華研國際音樂股份有限公司,田馥甄
106,28,演唱類個人獎,最佳單曲製作人獎,是日救星《是日救星》,陳君豪,亞神音樂娛樂股份有限公司,徐佳瑩
106,28,演唱類個人獎,最佳國語男歌手獎,周杰倫的床邊故事,周杰倫,杰威爾音樂有限公司,周杰倫
106,28,演唱類個人獎,最佳國語男歌手獎,JTW 西遊記,方大同,香港商賦音樂有限公司,方大同
106,28,演唱類個人獎,最佳國語男歌手獎,飛行器的執行週期,郭頂,環球國際唱片股份有限公司,郭頂
106,28,演唱類個人獎,最佳國語男歌手獎,第五張創作專輯 What a Folk !!!!!!,盧廣仲,添翼創越工作室,盧廣仲
106,28,演唱類個人獎,最佳國語男歌手獎,今日營業中,林宥嘉,華研國際音樂股份有限公司,林宥嘉
106,28,演唱類個人獎,最佳國語男歌手獎,亞洲通車,黃明志,量能文創股份有限公司,黃明志
106,28,演唱類個人獎,最佳國語男歌手獎,硬,大支,人人有功練音樂工作室,大支
106,28,演唱類個人獎,最佳國語女歌手獎,說 艾怡良,艾怡良,台灣索尼音樂娛樂股份有限公司,艾怡良
106,28,演唱類個人獎,最佳國語女歌手獎,還是想念（Still Missing）,家家,相信音樂國際股份有限公司,家家
106,28,演唱類個人獎,最佳國語女歌手獎,末路狂花,魏如萱,台灣索尼音樂娛樂股份有限公司,魏如萱
106,28,演唱類個人獎,最佳國語女歌手獎,你的完美有點難懂並不代表世界不能包容,盧凱彤,洛克妹有限公司,盧凱彤
106,28,演唱類個人獎,最佳國語女歌手獎,離心力 CENTRIFUGAL FORCE,楊乃文,亞神音樂娛樂股份有限公司,楊乃文
106,28,演唱類個人獎,最佳國語女歌手獎,皇后區的皇后,葛仲珊,環球國際唱片股份有限公司,葛仲珊
106,28,演唱類個人獎,最佳台語男歌手獎,羅時豐–愛那麼痛 CD+DVD,羅時豐,上豪視聽有限公司,羅時豐
106,28,演唱類個人獎,最佳台語男歌手獎,廖士賢-「門」,廖士賢,動脈音樂文化傳播有限公司,廖士賢
106,28,演唱類個人獎,最佳台語男歌手獎,釘子花,伍佰,環球國際唱片股份有限公司,伍佰
106,28,演唱類個人獎,最佳台語男歌手獎,台北直直撞,李英宏 aka DJ Didilong,顏社企業有限公司,李英宏 aka DJ Didilong
106,28,演唱類個人獎,最佳台語男歌手獎,心內話,賴銘偉,滾石國際音樂股份有限公司,賴銘偉
106,28,演唱類個人獎,最佳台語男歌手獎,舊年,謝銘祐,三川娛樂有限公司,謝銘祐
106,28,演唱類個人獎,最佳台語女歌手獎,鳳娘-風聲,鳳娘,華特國際音樂股份有限公司,鳳娘
106,28,演唱類個人獎,最佳台語女歌手獎,秀蘭瑪雅–唱乎甲己來聽,秀蘭瑪雅,華特國際音樂股份有限公司,秀蘭瑪雅
106,28,演唱類個人獎,最佳台語女歌手獎,思念的歌,曹雅雯,時代創藝企業有限公司,曹雅雯
106,28,演唱類個人獎,最佳台語女歌手獎,雙生花,黃妃,米樂士娛樂股份有限公司,黃妃
106,28,演唱類個人獎,最佳台語女歌手獎,多桑 @ 純萃年代,李婭莎,滾石國際音樂股份有限公司,李婭莎
106,28,演唱類個人獎,最佳客語歌手獎,光亮徬徨的閃耀年紀,二本貓,三十而立有限公司,二本貓
106,28,演唱類個人獎,最佳客語歌手獎,百夜生,米莎X地下河,山下民謠有限公司,米莎X地下河
106,28,演唱類個人獎,最佳客語歌手獎,掌牛哥,曾仲瑋,好有感覺音樂事業有限公司,曾仲瑋/Robin Tseng
106,28,演唱類個人獎,最佳客語歌手獎,我爸講海陸，我媽講四縣,陳瑋儒,雷克斯音樂有限公司,陳瑋儒
106,28,演唱類個人獎,最佳原住民語歌手獎,桑布伊創作專輯 - 椏幹,桑布伊 (盧皆興),卡達德邦文化工作室,桑布伊(盧皆興）
106,28,演唱類個人獎,最佳原住民語歌手獎,真圓 ZEMIYAN,徹摩Cemelesai Pasasauv（柳義祥）,漢光創藝文化股份有限公司,徹摩Cemelesai Pasasauv(柳義祥）
106,28,演唱類個人獎,最佳原住民語歌手獎,順著河流走,戴曉君（Sauljaljui Gavegave少亞芮．卡夫卡夫）,風潮音樂國際股份有限公司,戴曉君(Sauljaljui Gavegave少亞芮．卡夫卡夫)
106,28,演唱類個人獎,最佳原住民語歌手獎,郭明龍-Longer Story 創作專輯,郭明龍,好的創藝工作室,郭明龍
106,28,演唱類個人獎,最佳原住民語歌手獎,vavayan 女人,阿爆（Aljenljeng阿仍仍）,十一音像有限公司(十一音樂),阿爆(Aljenljeng阿仍仍)
106,28,演唱類個人獎,最佳原住民語歌手獎,看月亮 SADU KATA BUAN,馬詠恩(Tulbus Mangququ)與農男樂團,方舟音樂文化有限公司,馬詠恩(Tulbus Mangququ)與農男樂團
106,28,演唱類個人獎,最佳樂團獎,FLUX 多元觀點,FLUX：黃勤鐘、梁恩智、李政德、李亮瑩,禾廣娛樂股份有限公司,FLUX
106,28,演唱類個人獎,最佳樂團獎,自傳 history of Tomorrow,楊乃文,相信音樂國際股份有限公司,五月天
106,28,演唱類個人獎,最佳樂團獎,醜奴兒,草東沒有派對：林耕佑、詹?筑、楊世暄、劉立,石皮有限公司,草東沒有派對
106,28,演唱類個人獎,最佳樂團獎,vol.2 GDJYB 2359 BEFORE TOMORROW,GDJYB 雞蛋蒸肉餅：Soft、Soni、Heihei、YY,她的文化事業有限公司,GDJYB 雞蛋蒸肉餅
106,28,演唱類個人獎,最佳樂團獎,LION,獅子合唱團：蕭敬騰、力Q、鄒強、阿矩,華納國際音樂股份有限公司,獅子合唱團
106,28,演唱類個人獎,最佳樂團獎,桐花放客,吉那罐子/ 主唱：楊淑喻/ 鍵盤、編曲：李康慶/ 貝斯手：盧欣民/ 吉他手：劉旭明/  鼓手：陳勇成,好有感覺音樂事業有限公司,楊淑喻、吉那罐子
106,28,演唱類個人獎,最佳樂團獎,董事長的少年時代,董事長樂團：吳永吉、杜文祥、林大鈞、于培武、郭人豪、林俊民,大吉祥整合行銷有限公司,董事長樂團
106,28,演唱類個人獎,最佳演唱組合獎,問樂團 Guess What - ONE,問樂團：蔡子雍、Cameron Golinsky、 蔡子萱 、潘絃融 、張維麟 、張皓程,歐普思音樂藝術工作室,問樂團 Guess What
106,28,演唱類個人獎,最佳演唱組合獎,20新歌duet精選雙CD,動力火車：尤秋興、顏志琳,華研國際音樂股份有限公司,動力火車
106,28,演唱類個人獎,最佳演唱組合獎,孤單會消失離開不見,AstroBunny 原子邦妮：查家雯、Nu,上行娛樂股份有限公司,AstroBunny 原子邦妮
106,28,演唱類個人獎,最佳演唱組合獎,先生小姐,Mr. Miss：杜凱、劉戀,風花雪月音樂文化事業有限公司,Mr. Miss
106,28,演唱類個人獎,最佳演唱組合獎,音悅行者,草蜢：蔡一智蔡一傑、蘇志威,英屬維京群島商寰亞傳媒企業有限公司台灣分公司,草蜢
106,28,演唱類個人獎,最佳演唱組合獎,火星電台,火星電台：黃少峰、曾宇,好有感覺音樂事業有限公司,火星電台 RADIO MARS
106,28,演唱類個人獎,最佳新人獎,FLUX 多元觀點,FLUX,禾廣娛樂股份有限公司,FLUX
106,28,演唱類個人獎,最佳新人獎,先生小姐,Mr. Miss,風花雪月音樂文化事業有限公司,Mr. Miss
106,28,演唱類個人獎,最佳新人獎,醜奴兒,草東沒有派對,石皮有限公司,草東沒有派對
106,28,演唱類個人獎,最佳新人獎,抽象圖 Abstract Painting,郭修彧,薩摩亞商妮樂佛創意有限公司(台灣分公司),郭修彧
106,28,演唱類個人獎,最佳新人獎,I Am Erika,Erika,華納國際音樂股份有限公司,Erika
106,28,演唱類個人獎,最佳新人獎,GONG,宮閣,台灣索尼音樂娛樂股份有限公司,宮閣
106,28,演奏類出版獎,演奏類最佳專輯獎,心情電影院,李欣芸音樂製作有限公司,李欣芸音樂製作有限公司,保加利亞國家廣播交響樂團
106,28,演奏類出版獎,演奏類最佳專輯獎,ALL KINDS OF GOOD,十一音像有限公司(十一音樂),十一音像有限公司(十一音樂),"Martin ""Musa"" Musaubach"
106,28,演奏類出版獎,演奏類最佳專輯獎,藍。掉,大大樹音樂圖像有限公司,大大樹音樂圖像有限公司,鍾玉鳳、陳思銘
106,28,演奏類出版獎,演奏類最佳專輯獎,SEDAR,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,秦四風
106,28,演奏類出版獎,演奏類最佳專輯獎,零柒印象,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,托比‧麥
106,28,演奏類個人獎,演奏類最佳專輯製作人獎,心情電影院,李欣芸,李欣芸音樂製作有限公司,保加利亞國家廣播交響樂團
106,28,演奏類個人獎,演奏類最佳專輯製作人獎,ALL KINDS OF GOOD,"Martin ""Musa"" Musaubach",十一音像有限公司(十一音樂),"Martin ""Musa"" Musaubach"
106,28,演奏類個人獎,演奏類最佳專輯製作人獎,藍。掉,鍾適芳,大大樹音樂圖像有限公司,鍾玉鳳、陳思銘
106,28,演奏類個人獎,演奏類最佳專輯製作人獎,SEDAR,秦四風,台灣索尼音樂娛樂股份有限公司,秦四風
106,28,演奏類個人獎,演奏類最佳專輯製作人獎,PROPER UP!正,顧忠山,台灣索尼音樂娛樂股份有限公司,紅節奏
106,28,演奏類個人獎,演奏類最佳作曲人獎,台北行板《心情電影院》,李欣芸,李欣芸音樂製作有限公司,保加利亞國家廣播交響樂團
106,28,演奏類個人獎,演奏類最佳作曲人獎,ALL KINDS OF GOOD《ALL KINDS OF GOOD》,"Martin ""Musa"" Musaubach",十一音像有限公司(十一音樂),"Martin ""Musa"" Musaubach"
106,28,演奏類個人獎,演奏類最佳作曲人獎,Fade to Blue 藍。掉《藍。掉》,陳思銘,大大樹音樂圖像有限公司,藍。掉
106,28,演奏類個人獎,演奏類最佳作曲人獎,Arboreal Tunnel （feat. Richard Bona）《SEDAR》,秦四風,台灣索尼音樂娛樂股份有限公司,秦四風
106,28,演奏類個人獎,演奏類最佳作曲人獎,Call It Anything《Kind of True》,曾增譯,福爾摩沙任務爵士樂團,福爾摩沙任務爵士樂團
106,28,技術類個人獎,最佳專輯裝幀設計獎,桑布伊創作專輯 - 椏幹,卡達德邦文化工作室,卡達德邦文化工作室,陳世川
106,28,技術類個人獎,最佳專輯裝幀設計獎,圍庄 Village Besieged,山下民謠有限公司,山下民謠有限公司,羅文岑
106,28,技術類個人獎,最佳專輯裝幀設計獎,Welcome To The Next Level,艾克斯娛樂有限公司,艾克斯娛樂有限公司,陳星翰、何旭庭、講口萬、余品翰、小狐、毛怪、李夏
106,28,技術類個人獎,最佳專輯裝幀設計獎,何年何月再相逢,雅雯音樂工作室有限公司,雅雯音樂工作室有限公司,蕭青陽工作室
106,28,技術類個人獎,最佳專輯裝幀設計獎,心情電影院,李欣芸音樂製作有限公司,李欣芸音樂製作有限公司,楊文瑄、聶永真
106,28,技術類出版獎,最佳演唱錄音專輯獎,桑布伊創作專輯 - 椏幹,卡達德邦文化工作室,卡達德邦文化工作室,桑布伊 (盧皆興)
106,28,技術類出版獎,最佳演唱錄音專輯獎,JTW 西遊記,香港商賦音樂有限公司,香港商賦音樂有限公司,方大同
106,28,技術類出版獎,最佳演唱錄音專輯獎,#MWHYB,環球國際唱片股份有限公司,環球國際唱片股份有限公司,吳建豪
106,28,技術類出版獎,最佳演唱錄音專輯獎,賊,薩摩亞商妮樂佛創意有限公司(台灣分公司),薩摩亞商妮樂佛創意有限公司(台灣分公司),戴佩妮
106,28,技術類出版獎,最佳演唱錄音專輯獎,明白,滾石國際音樂股份有限公司,滾石國際音樂股份有限公司,辛曉琪
106,28,技術類出版獎,最佳演奏錄音專輯獎,心情電影院,李欣芸音樂製作有限公司,李欣芸音樂製作有限公司,保加利亞國家廣播交響樂團
106,28,技術類出版獎,最佳演奏錄音專輯獎,幻城電視配樂原聲帶,華納國際音樂股份有限公司,華納國際音樂股份有限公司,V.K克、波士頓室內交響樂團
106,28,技術類出版獎,最佳演奏錄音專輯獎,SEDAR,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,秦四風
106,28,技術類出版獎,最佳演奏錄音專輯獎,曾增譯 共聲體三重奏—Chromatics色彩學,共聲體樂團,共聲體樂團,曾增譯、徐梵、Sebastiaan Kaptein
106,28,技術類出版獎,最佳演奏錄音專輯獎,Kind of True,福爾摩沙任務爵士樂團,福爾摩沙任務爵士樂團,福爾摩沙任務爵士樂團
106,28,評審團獎,評審團獎,,生祥樂隊（圍庄）,,
106,28,特別貢獻獎,特別貢獻獎,,紀露霞（紀秋英）、張雨生,,
