年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演/錄音團隊
107,29,演唱類出版獎,最佳台語專輯獎,根,農村武裝青年,農村武裝青年,江育達
107,29,演唱類出版獎,最佳台語專輯獎,人生我敬你一杯,華納國際音樂股份有限公司,華納國際音樂股份有限公司,蕭煌奇
107,29,演唱類出版獎,最佳客語專輯獎,大嶺腳下2,禾廣娛樂股份有限公司,禾廣娛樂股份有限公司,秋林
107,29,演唱類出版獎,最佳客語專輯獎,夜色,三合院音像工作室,三合院音像工作室,黃瑋傑
107,29,演唱類出版獎,最佳客語專輯獎,黃泥路,貳樓音樂工作室,貳樓音樂工作室,黃連煜
107,29,演唱類出版獎,最佳客語專輯獎,細妹恁靚2017,金臂勾娛樂有限公司,金臂勾娛樂有限公司,蕭迦勒
107,29,演唱類出版獎,最佳原住民語專輯獎,圍坐在一起 Paliulius / 8664樂團,好的創藝工作室,好的創藝工作室,Paliulius 樂團
107,29,演唱類出版獎,最佳原住民語專輯獎,渲染,台灣足跡有限公司,台灣足跡有限公司,桑梅絹
107,29,演唱類出版獎,最佳原住民語專輯獎,直美,藤音樂工作室,藤音樂工作室,CMO樂團
107,29,演唱類出版獎,最佳原住民語專輯獎,有我陪伴,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,馬詠恩、古伊‧達理瑪勞、高蘇珊、米鴻恩、張理軒
107,29,演唱類出版獎,最佳音樂錄影帶獎,他是末日預言中的宇宙碎片《戰神卡爾迪亞》,大樂音樂有限公司,大樂音樂有限公司,談宗藩
107,29,演唱類出版獎,最佳音樂錄影帶獎,泰國恰恰《亞洲通吃》,量能文創股份有限公司,量能文創股份有限公司,Chayanop Boonprakob
107,29,演唱類出版獎,最佳音樂錄影帶獎,言不由衷(The Prayer)《心裡學》,亞神音樂娛樂股份有限公司,亞神音樂娛樂股份有限公司,比爾賈
107,29,演唱類出版獎,最佳音樂錄影帶獎,與浪之間 Waves《次等秘密 Insignificant Secret》,添翼創越工作室,添翼創越工作室,邱柏昶 Birdy
107,29,演唱類出版獎,最佳音樂錄影帶獎,未單身《A-LIN同名專輯》,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,廖人帥、姚國禎
107,29,演唱類出版獎,最佳音樂錄影帶獎,雪女《末路狂花》,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,MO (YAMANYAMO)
107,29,演唱類出版獎,最佳音樂錄影帶獎,身後《偷故事的人》,百代唱片股份有限公司,百代唱片股份有限公司,羅景壬
107,29,演唱類個人獎,最佳作曲人獎,不要不要《戰神卡爾迪亞》,陳珊妮、魏如萱,大樂音樂有限公司,陳珊妮、魏如萱
107,29,演唱類個人獎,最佳作曲人獎,魚仔《魚仔》,盧廣仲,添翼創越工作室,盧廣仲
107,29,演唱類個人獎,最佳作曲人獎,言不由衷(The Prayer)《心裡學》,艾怡良,亞神音樂娛樂股份有限公司,徐佳瑩
107,29,演唱類個人獎,最佳作曲人獎,在家鄉《仍是異鄉人(Still An Outlander)》,李劍青,相信音樂國際股份有限公司,李劍青
107,29,演唱類個人獎,最佳作曲人獎,偉大的渺小《偉大的渺小》,林俊傑,華納國際音樂股份有限公司,林俊傑
107,29,演唱類個人獎,最佳作詞人獎,"有 無 (片尾曲) To Have, or Not To Have《大佛普拉斯的電影配樂》",王昭華,山下民謠有限公司,林生祥
107,29,演唱類個人獎,最佳作詞人獎,魚仔《魚仔》,盧廣仲,添翼創越工作室,盧廣仲
107,29,演唱類個人獎,最佳作詞人獎,在家鄉《仍是異鄉人(Still An Outlander)》,嚴彬、 李宗盛,相信音樂國際股份有限公司,李劍青
107,29,演唱類個人獎,最佳作詞人獎,連名帶姓《偷故事的人》,葛大為,百代唱片股份有限公司,aMEI
107,29,演唱類個人獎,最佳作詞人獎,郭源潮《郭源潮》,宋冬野,海蝶音樂股份有限公司,宋冬野
107,29,演唱類個人獎,最佳編曲人獎,同在《同在》,黃少雍,華納國際音樂股份有限公司,宋念宇
107,29,演唱類個人獎,最佳編曲人獎,閻羅王《我有我自己》,溫奕哲,華研國際音樂股份有限公司,閻奕格
107,29,演唱類個人獎,最佳編曲人獎,跳舞的梵谷《No.13 作品 ： 跳舞的梵谷》,Kenn C,環球國際唱片股份有限公司,孫燕姿
107,29,演唱類個人獎,最佳編曲人獎,床上的黑洞《C'mon In~》,Jerald Chan,環球國際唱片股份有限公司,陳奕迅
107,29,演唱類個人獎,最佳編曲人獎,漂白《來日方長》,常石磊,福茂唱片音樂股份有限公司,黃齡
107,29,演唱類個人獎,最佳專輯製作人獎,仍是異鄉人(Still An Outlander),李宗盛,相信音樂國際股份有限公司,李劍青
107,29,演唱類個人獎,最佳專輯製作人獎,不特別得很特別,戴佩妮,種子音樂有限公司,劉思涵
107,29,演唱類個人獎,最佳專輯製作人獎,C'mon In~,Jerald Chan,環球國際唱片股份有限公司,陳奕迅
107,29,演唱類個人獎,最佳專輯製作人獎,偉大的渺小,林俊傑,華納國際音樂股份有限公司,林俊傑
107,29,演唱類個人獎,最佳單曲製作人獎,"有 無 (片尾曲) To Have, or Not To Have《大佛普拉斯的電影配樂》",林生祥,山下民謠有限公司,林生祥
107,29,演唱類個人獎,最佳單曲製作人獎,長途夜車《進擊下半場 Begin The Second Half》,滅火器,火氣音樂股份有限公司,滅火器
107,29,演唱類個人獎,最佳單曲製作人獎,魚仔《魚仔》,盧廣仲,添翼創越工作室,盧廣仲
107,29,演唱類個人獎,最佳單曲製作人獎,跳舞的梵谷《No.13 作品 ： 跳舞的梵谷》,Kenn C,孫燕姿,環球國際唱片股份有限公司 /  孫燕姿
107,29,演唱類個人獎,最佳單曲製作人獎,買榜《龍虎門》,熊仔,科科農場股份有限公司,熊仔 、 吳卓源
107,29,演唱類個人獎,最佳國語男歌手獎,同在,宋念宇,華納國際音樂股份有限公司,宋念宇 
107,29,演唱類個人獎,最佳國語男歌手獎,"李玖哲""Will You Remember""",李玖哲,由你娛樂有限公司,李玖哲
107,29,演唱類個人獎,最佳國語男歌手獎,C'mon In~,陳奕迅,環球國際唱片股份有限公司,陳奕迅
107,29,演唱類個人獎,最佳國語男歌手獎,偉大的渺小,林俊傑,華納國際音樂股份有限公司,林俊傑
107,29,演唱類個人獎,最佳國語男歌手獎,HOW,許書豪,上行娛樂股份有限公司,許書豪
107,29,演唱類個人獎,最佳國語女歌手獎,O_LOVE,呂薔Amuyi,愛貝克思股份有限公司,呂薔Amuyi
107,29,演唱類個人獎,最佳國語女歌手獎,心裡學,徐佳瑩,亞神音樂娛樂股份有限公司,徐佳瑩
107,29,演唱類個人獎,最佳國語女歌手獎,小太空,Faye 飛,我做了有限公司,Faye 飛
107,29,演唱類個人獎,最佳國語女歌手獎,偷故事的人,aMEI,百代唱片股份有限公司,aMEI
107,29,演唱類個人獎,最佳國語女歌手獎,我想念我自己,彭佳慧,台灣索尼音樂娛樂股份有限公司,彭佳慧
107,29,演唱類個人獎,最佳台語男歌手獎,翁立友-我做你的靠山CD+DVD,翁立友,豪記影視唱片有限公司,翁立友
107,29,演唱類個人獎,最佳台語男歌手獎,人生留聲機—戲劇主題曲精選2,荒山亮,動脈音樂文化傳播有限公司,荒山亮
107,29,演唱類個人獎,最佳台語男歌手獎,縫夢,許富凱,時代創藝企業有限公司,許富凱
107,29,演唱類個人獎,最佳台語男歌手獎,猶原愛著你,蔡佳麟,時代創藝企業有限公司,蔡佳麟
107,29,演唱類個人獎,最佳台語男歌手獎,人生我敬你一杯,蕭煌奇,華納國際音樂股份有限公司,蕭煌奇
107,29,演唱類個人獎,最佳台語女歌手獎,玻璃心,林喬安,金元寶影音科技有限公司,林喬安
107,29,演唱類個人獎,最佳台語女歌手獎,"張艾莉-艾莉,愛你",張艾莉,華特國際音樂股份有限公司,張艾莉
107,29,演唱類個人獎,最佳台語女歌手獎,朱海君-等天光CD+DVD,朱海君,豪聲唱片有限公司,朱海君
107,29,演唱類個人獎,最佳台語女歌手獎,望,張涵雅,好痛音樂事業有限公司,張涵雅
107,29,演唱類個人獎,最佳台語女歌手獎,咱攏要幸福,吳申梅,好莉嗨文創有限公司,吳申梅
107,29,演唱類個人獎,最佳客語歌手獎,大嶺腳下2,秋林,禾廣娛樂股份有限公司,秋林
107,29,演唱類個人獎,最佳客語歌手獎,夜色,黃瑋傑,三合院音像工作室,黃瑋傑
107,29,演唱類個人獎,最佳客語歌手獎,黃泥路,黃連煜,貳樓音樂工作室,黃連煜
107,29,演唱類個人獎,最佳客語歌手獎,細妹恁靚2017,蕭迦勒,金臂勾娛樂有限公司,蕭迦勒
107,29,演唱類個人獎,最佳原住民語歌手獎,圍坐在一起 Paliulius / 8664樂團,Paliulius 樂團,好的創藝工作室,Paliulius 樂團
107,29,演唱類個人獎,最佳原住民語歌手獎,渲染,桑梅絹,台灣足跡有限公司,桑梅絹
107,29,演唱類個人獎,最佳原住民語歌手獎,la mathuaw maqitan apiakuzan 美好的，怎麼了？,Magaitan瑪蓋丹 (石嘉量),好有感覺音樂事業有限公司,瑪蓋丹 (石嘉量)
107,29,演唱類個人獎,最佳樂團獎,進擊下半場 Begin The Second Half,滅火器：楊大正、鄭宇辰、陳敬元、吳迪,火氣音樂股份有限公司,滅火器
107,29,演唱類個人獎,最佳樂團獎,Dear,甜約翰：吳浚瑋、梁丹郡、陳冠宇、石裕獎、鍾曜年,禾廣娛樂股份有限公司,甜約翰
107,29,演唱類個人獎,最佳樂團獎,卡通人物,茄子蛋：黃奇斌、蔡鎧任、謝耀德、賴俊廷,艾格普蘭特艾格有限公司,茄子蛋
107,29,演唱類個人獎,最佳樂團獎,Be Well World,LEO37+SOSS：LEO37、Adriano Moreira、俞友楨、張頌亞,好意思文化有限公司,LEO37+SOSS
107,29,演唱類個人獎,最佳樂團獎,祭,董事長樂團:吳永吉、林大鈞、杜文祥、郭人豪、于培武、林俊民,大吉祥整合行銷有限公司,董事長樂團
107,29,演唱類個人獎,最佳樂團獎,我不是超人,三十萬年老虎鉗：鄭植、黃柏翰、羅晧宇、林子軒、陳千煒,相知國際股份有限公司,三十萬年老虎鉗
107,29,演唱類個人獎,最佳演唱組合獎,健康歌曲,夜貓組（Leo王+春艷）：Leo王、春艷,顏社企業有限公司,Leo王、春艷
107,29,演唱類個人獎,最佳演唱組合獎,謝謝你曾經讓我悲傷,原子邦妮：查家雯、張羽承,滾石國際音樂股份有限公司,原子邦妮
107,29,演唱類個人獎,最佳演唱組合獎,你快樂，嗎,Crispy脆樂團：盧羿安Skippy Lu、丁不拉丁,台灣索尼音樂娛樂股份有限公司,Crispy脆樂團
107,29,演唱類個人獎,最佳演唱組合獎,幹大事 BIG THING,頑童MJ116：周文傑、林睦淵、陳昱榕,滾石國際音樂股份有限公司,頑童MJ116
107,29,演唱類個人獎,最佳演唱組合獎,第二張同名專輯 張三李四,張三李四：張三、炫、達書、小黑,安樂茂思國際事業有限公司,張三李四
107,29,演唱類個人獎,最佳新人獎,忽然有一天，我離開了台北,鄭興,橘子音樂股份有限公司,鄭興
107,29,演唱類個人獎,最佳新人獎,卡通人物,茄子蛋,艾格普蘭特艾格有限公司,茄子蛋
107,29,演唱類個人獎,最佳新人獎,街巷,J.Sheon,台灣索尼音樂娛樂股份有限公司,J.Sheon
107,29,演唱類個人獎,最佳新人獎,醒著不醉,李權哲,滾石國際音樂股份有限公司,李權哲
107,29,演唱類個人獎,最佳新人獎,我有我自己,閻奕格,華研國際音樂股份有限公司,閻奕格
107,29,演唱類個人獎,最佳新人獎,我們都是寂寞的,蘇珮卿,台灣索尼音樂娛樂股份有限公司,蘇珮卿
107,29,演唱類個人獎,最佳新人獎,神經誌,丁世光,宏揚國際有限公司,丁世光
107,29,演奏類出版獎,演奏類最佳專輯獎,無限融合樂團 8,威幅音樂有限公司,威幅音樂有限公司,無限融合樂團
107,29,演奏類出版獎,演奏類最佳專輯獎,鍾興民作品集,果核有限公司,果核有限公司,鍾興民、小提琴獨奏 曾誠、 Filmorchester Babelsberg
107,29,演奏類出版獎,演奏類最佳專輯獎,蘇子茵同名專輯,斯波克藝術有限公司,斯波克藝術有限公司,蘇子茵、董運昌、黃中岳、葉賀璞、王希文、許郁瑛、張瀚中、徐梵、程杰、張譽耀
107,29,演奏類出版獎,演奏類最佳專輯獎,"happened, happening",和諧滙聚股份有限公司,和諧滙聚股份有限公司,許郁瑛、Alex Sipiagin、Donny McCaslin、Boris Kozlov、Donald Edwards
107,29,演奏類出版獎,演奏類最佳專輯獎,波斯驛站,安玓音服文化有限公司,安玓音服文化有限公司,Bazaar 中東爵士樂團
107,29,演奏類個人獎,演奏類最佳專輯製作人獎,無限融合樂團 8,呂聖斐,威幅音樂有限公司,無限融合樂團
107,29,演奏類個人獎,演奏類最佳專輯製作人獎,鍾興民作品集,鍾興民,果核有限公司,鋼琴 鍾興民、小提琴獨奏 曾誠、Filmorchester Babelsberg
107,29,演奏類個人獎,演奏類最佳專輯製作人獎,蘇子茵同名專輯,蘇子茵,斯波克藝術有限公司,蘇子茵、董運昌、許郁瑛、程杰、黃子瑜
107,29,演奏類個人獎,演奏類最佳專輯製作人獎,"happened, happening",許郁瑛,和諧滙聚股份有限公司,許郁瑛、Alex Sipiagin、Donny McCaslin、Boris Kozlov、Donald Edwards
107,29,演奏類個人獎,演奏類最佳專輯製作人獎,波斯驛站,Bazaar 中東爵士樂團, 黃宣銘,安玓音服文化有限公司
107,29,演奏類個人獎,演奏類最佳作曲人獎,Swimming in the Green 綠色潛泳《無限融合樂團 8》,呂聖斐,威幅音樂有限公司,無限融合樂團
107,29,演奏類個人獎,演奏類最佳作曲人獎,紅樹林《鍾興民作品集》,鍾興民,果核有限公司,鋼琴 鍾興民、小提琴獨奏 曾誠、Filmorchester Babelsberg
107,29,演奏類個人獎,演奏類最佳作曲人獎,Passenger《蘇子茵同名專輯》,蘇子茵,斯波克藝術有限公司,蘇子茵、董運昌、黃中岳、葉賀璞、王希文、許郁瑛、張瀚中、徐梵、程杰、張譽耀
107,29,演奏類個人獎,演奏類最佳作曲人獎,"Catching THE Monk《happened, happening》",許郁瑛,和諧滙聚股份有限公司,許郁瑛、Alex Sipiagin、Donny McCaslin、Boris Kozlov、Donald Edwards
107,29,演奏類個人獎,演奏類最佳作曲人獎,底格里斯河上的星月 The Crescent upon the Tigris《波斯驛站》,錢威良,安玓音服文化有限公司,Bazaar中東爵士樂團
107,29,技術類個人獎,最佳專輯裝幀設計獎,為什麼像個愛情故事，明明我看的是偵探小說。,非常棒國際創意股份有限公司,非常棒國際創意股份有限公司,方序中、吳建龍
107,29,技術類個人獎,最佳專輯裝幀設計獎,第二張同名專輯 張三李四,安樂茂思國際事業有限公司,安樂茂思國際事業有限公司,吳建龍
107,29,技術類個人獎,最佳專輯裝幀設計獎,兄弟沒夢不應該,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,廖俊裕
107,29,技術類個人獎,最佳專輯裝幀設計獎,祭,大吉祥整合行銷有限公司,大吉祥整合行銷有限公司,蕭青陽
107,29,技術類個人獎,最佳專輯裝幀設計獎,天黑請閉眼 原聲帶,黑馬映像電影有限公司,黑馬映像電影有限公司,盧翊軒
107,29,技術類個人獎,最佳專輯裝幀設計獎,永生獸 Immortal Beasts,派樂黛唱片有限公司,派樂黛唱片有限公司,張溥輝
107,29,技術類出版獎,最佳演唱錄音專輯獎,我的國語 你聽不聽得懂,顏社企業有限公司,顏社企業有限公司,主要錄音人員：王永鈞、Geoffrey Han、林尚伯、鄭皓文、林鉑堅、陳蕾、蔡周翰、Jordie Guzman／主要混音人員：Roman Klun／主要母帶後製人員：Roman Klun
107,29,技術類出版獎,最佳演唱錄音專輯獎,家III,種子音樂有限公司,種子音樂有限公司,主要錄音人員：朱敬然、林思彤、Craig Burbidge、Plamen Penchev、吳蒙惠、亂彈阿翔／主要混音人員：Craig Burbidge／主要母帶後製人員：朱敬然
107,29,技術類出版獎,最佳演唱錄音專輯獎,Don’t Make a Sound 不能發出聲音,洗耳恭聽股份有限公司,洗耳恭聽股份有限公司,（主要錄音人員：柯泯薰、Andy Baker、林佳育、王永鈞、劉詩偉／主要混音人員：Andy Baker、劉詩偉／主要母帶後製人員：Joel Hatstat）
107,29,技術類出版獎,最佳演唱錄音專輯獎,偷故事的人,百代唱片股份有限公司,百代唱片股份有限公司,（主要錄音人員：黃晟峰、葉育軒、雷長航、楊敏奇／主要混音人員：Phil Tan／主要母帶後製人員：Chris Gehringer）
107,29,技術類出版獎,最佳演唱錄音專輯獎,那不是我,海蝶音樂股份有限公司,海蝶音樂股份有限公司,（主要錄音人員：Marco Trentacoste／主要混音人員：Marco Trentacoste／主要母帶後製人員：Brian 'BigBass' Gardner）
107,29,技術類出版獎,最佳演奏錄音專輯獎,鍾興民作品集,果核有限公司,果核有限公司,主要錄音人員：Falko Duczmal、李岳松／主要混音人員：Luca Bignardi／主要母帶後製人員：王家棟
107,29,技術類出版獎,最佳演奏錄音專輯獎,"happened, happening",和諧滙聚股份有限公司,和諧滙聚股份有限公司,主要錄音人員：Mike Marciano／主要混音人員：Dave Darlington／主要母帶後製人員：Dave Darlington
107,29,技術類出版獎,最佳演奏錄音專輯獎,波斯驛站,安玓音服文化有限公司,安玓音服文化有限公司,主要錄音人員：林尚伯／主要混音人員：黃欽聖、宋星凱、伊勗賢、Arthur Indrikovs、林子彧、王永鈞、唐承運、袁述中／主要母帶後製人員：Derek Snyder
107,29,技術類出版獎,最佳演奏錄音專輯獎,健忘村電影原聲帶 (The Village of No Return Original Soundtrack),瘋戲樂有限公司,瘋戲樂有限公司,主要錄音人員：錢煒安、林尚伯／主要混音人員：林尚伯、錢煒安／主要母帶後製人員：錢煒安
107,29,技術類出版獎,最佳演奏錄音專輯獎,中壇元帥,創銘實業股份有限公司,創銘實業股份有限公司,主要錄音人員：許智敏／主要混音人員：柯智豪、黃凱宇、鄭各均／主要母帶後製人員：劉奕宏
107,29,技術類出版獎,最佳演奏錄音專輯獎,Triangular Prism,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,主要錄音人員：克裡斯貝納姆、袁祥赫／主要混音人員：大衛·達林頓、袁祥赫／主要母帶後製人員：大衛·達林頓
107,29,評審團獎,評審團獎,,從缺,,
107,29,特別貢獻獎,特別貢獻獎,,蘇芮,,
107,29,特別貢獻獎,特別貢獻獎,,郭宗韶,,
