年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演/錄音團隊
104,26,演唱類出版獎,最佳音樂錄影帶獎,匆匆《匆匆》,相信音樂國際股份有限公司,相信音樂國際股份有限公司,鄧勇星、席然
104,26,演唱類個人獎,最佳作曲人獎,尋人啟事《尋人啟事》,黃建為,亞神音樂娛樂股份有限公司,徐佳瑩
104,26,演唱類個人獎,最佳作曲人獎,喜劇之王《李榮浩》,李榮浩,華納國際音樂股份有限公司,李榮浩
104,26,演唱類個人獎,最佳作曲人獎,你給我聽好《米。閃》,林俊傑,環球國際唱片股份有限公司,陳奕迅
104,26,演唱類個人獎,最佳作曲人獎,不散，不見《不散，不見》,常石磊,環球國際唱片股份有限公司,莫文蔚
104,26,演唱類個人獎,最佳作曲人獎,狼《有所畏》,韋禮安,福茂唱片音樂股份有限公司,韋禮安
104,26,演唱類個人獎,最佳作詞人獎,尋人啟事《尋人啟事》,Hush,亞神音樂娛樂股份有限公司,徐佳瑩
104,26,演唱類個人獎,最佳作詞人獎,喜劇之王《李榮浩》,黃偉文,華納國際音樂股份有限公司,李榮浩
104,26,演唱類個人獎,最佳作詞人獎,你給我聽好《米。閃》,林夕,環球國際唱片股份有限公司,陳奕迅
104,26,演唱類個人獎,最佳作詞人獎,一切安好《不散，不見》,林夕,環球國際唱片股份有限公司,莫文蔚
104,26,演唱類個人獎,最佳作詞人獎,不散，不見《不散，不見》,李焯雄,環球國際唱片股份有限公司,莫文蔚
104,26,演唱類個人獎,最佳編曲人獎,尋人啟事《尋人啟事》,陳建騏,亞神音樂娛樂股份有限公司,徐佳瑩
104,26,演唱類個人獎,最佳編曲人獎,動人心扉 Touching Hearts《超越 To The Top》,顧忠山 Lawrence Ku,十一音像有限公司,順子 Shunza
104,26,演唱類個人獎,最佳編曲人獎,被遺忘的時光《午夜劇院》,Pessi Levanto,台灣索尼音樂娛樂股份有限公司,王若琳
104,26,演唱類個人獎,最佳編曲人獎,給你看《給你看》,佛跳牆,薩摩亞商妮樂佛創意有限公司台灣分公司,佛跳牆
104,26,演唱類個人獎,最佳編曲人獎,Play我呸《呸》,陳星翰、倪子岡,華納國際音樂股份有限公司,蔡依林
104,26,演唱類個人獎,最佳專輯製作人獎,山歌一條路,黃連煜,貳樓音樂工作室,黃連煜
104,26,演唱類個人獎,最佳專輯製作人獎,午夜劇院,Joanna Wang、Pessi Levanto,台灣索尼音樂娛樂股份有限公司,王若琳
104,26,演唱類個人獎,最佳專輯製作人獎,還是要相信愛情啊混蛋們,陳建騏,添翼創越工作室,魏如萱
104,26,演唱類個人獎,最佳專輯製作人獎,哎呦，不錯哦,周杰倫,杰威爾音樂有限公司,周杰倫
104,26,演唱類個人獎,最佳專輯製作人獎,不散，不見,荒井壯一郎,環球國際唱片股份有限公司,莫文蔚
104,26,演唱類個人獎,最佳單曲製作人獎,你給我聽好《米。閃》,林俊傑,環球國際唱片股份有限公司,陳奕迅
104,26,演唱類個人獎,最佳單曲製作人獎,克卜勒《克卜勒》,孫燕姿,環球國際唱片股份有限公司,孫燕姿
104,26,演唱類個人獎,最佳單曲製作人獎,上流玩法《大人情歌》,小安(BADTONE PRODUCTION),台灣索尼音樂娛樂股份有限公司,艾怡良
104,26,演唱類個人獎,最佳單曲製作人獎,Play我呸《呸》,陳星翰,華納國際音樂股份有限公司,蔡依林
104,26,演唱類個人獎,最佳單曲製作人獎,唇語《呸》,小安,華納國際音樂股份有限公司,蔡依林
104,26,演唱類個人獎,最佳國語男歌手獎,Wake Up Dreaming,張學友,環球國際唱片股份有限公司,張學友
104,26,演唱類個人獎,最佳國語男歌手獎,米。閃,陳奕迅,環球國際唱片股份有限公司,陳奕迅
104,26,演唱類個人獎,最佳國語男歌手獎,危險世界,方大同,闊思音樂有限公司,方大同
104,26,演唱類個人獎,最佳國語男歌手獎,有所畏,韋禮安,福茂唱片音樂股份有限公司,韋禮安
104,26,演唱類個人獎,最佳國語男歌手獎,沈睡的野獸,楊培安,華納國際音樂股份有限公司,楊培安
104,26,演唱類個人獎,最佳國語女歌手獎,尋人啟事,徐佳瑩,亞神音樂娛樂股份有限公司,徐佳瑩
104,26,演唱類個人獎,最佳國語女歌手獎,還是要相信愛情啊混蛋們,魏如萱,添翼創越工作室,魏如萱
104,26,演唱類個人獎,最佳國語女歌手獎,偏執面,a MEI,環球國際唱片股份有限公司,a MEI
104,26,演唱類個人獎,最佳國語女歌手獎,不散，不見,莫文蔚,環球國際唱片股份有限公司,莫文蔚
104,26,演唱類個人獎,最佳國語女歌手獎,罪惡感,A-Lin,台灣索尼音樂娛樂股份有限公司,A-Lin
104,26,演唱類個人獎,最佳台語男歌手獎,英雄好漢,羅時豐,上豪視聽有限公司,羅時豐
104,26,演唱類個人獎,最佳台語男歌手獎,一寸真心,許富凱,華特國際音樂股份有限公司,許富凱
104,26,演唱類個人獎,最佳台語男歌手獎,也獸,謝銘祐,三川娛樂有限公司,謝銘祐
104,26,演唱類個人獎,最佳台語男歌手獎,上水的花,蕭煌奇,華納國際音樂股份有限公司,蕭煌奇
104,26,演唱類個人獎,最佳台語男歌手獎,文跡奇武 3:歸組害了了,施文彬,亂音製作有限公司,施文彬
104,26,演唱類個人獎,最佳台語女歌手獎,微風．城市,李愛綺,無限延伸音樂事業股份有限公司,李愛綺
104,26,演唱類個人獎,最佳台語女歌手獎,雨水,曾心梅,乾坤影視傳播有限公司,曾心梅
104,26,演唱類個人獎,最佳台語女歌手獎,女人膽,郭婷筠,時代創藝企業有限公司,郭婷筠
104,26,演唱類個人獎,最佳台語女歌手獎,北極星,詹雅雯,雅雯音樂工作室有限公司,詹雅雯
104,26,演唱類個人獎,最佳台語女歌手獎,你敢不敢,孫淑媚,乾坤影視傳播有限公司,孫淑媚
104,26,演唱類個人獎,最佳客語歌手獎,山歌一條路,黃連煜,貳樓音樂工作室,黃連煜
104,26,演唱類個人獎,最佳客語歌手獎,天光。日,黃瑋傑,切音樂電影有限公司,黃瑋傑
104,26,演唱類個人獎,最佳客語歌手獎,有路彎彎,黃珮舒,三川娛樂有限公司,黃珮舒
104,26,演唱類個人獎,最佳客語歌手獎,在路項,米莎,三川娛樂有限公司,米莎
104,26,演唱類個人獎,最佳客語歌手獎,時間的痕,邱幸儀,黎歐創意有限公司,邱幸儀
104,26,演唱類個人獎,最佳原住民語歌手獎,野生BOXING,BOXING樂團,環球國際唱片股份有限公司,BOXING樂團
104,26,演唱類個人獎,最佳原住民語歌手獎,海洋.森林,舒米恩·魯碧,舒米恩工作室,Suming 舒米恩
104,26,演唱類個人獎,最佳原住民語歌手獎,玻里尼西亞,偺荖．加麓,角頭文化事業股份有限公司,查勞．巴西瓦里
104,26,演唱類個人獎,最佳樂團獎,失竊千年 Timeless Sentence,閃靈樂團:葉湘怡 林昶佐 劉笙彙 高嘉嶸 汪子驤,衝組創玩有限公司,閃靈樂團
104,26,演唱類個人獎,最佳樂團獎,歸零,TRASH:王韋翔、林志融、林伯儒、李名琨,典選音樂事業股份有限公司,TRASH
104,26,演唱類個人獎,最佳樂團獎,一個世界,董事長樂團:吳永吉、杜文祥、林大鈞、于培武、林俊民、郭人豪,大吉祥整合行銷有限公司,董事長樂團
104,26,演唱類個人獎,最佳樂團獎,給你看,佛跳牆:戴佩妮、黃宣銘、吳貞儀、陳君豪、林泓毅、江尚謙,薩摩亞商妮樂佛創意有限公司台灣分公司,佛跳牆
104,26,演唱類個人獎,最佳樂團獎,BOXING,BOXING樂團:葛西瓦 Kasiwa、阿六 Luwa、曉龍 Mudi、 好樂迪 Jaljan、曉明 Kulele、洛克斯 Rukuc,環球國際唱片股份有限公司,BOXING樂團
104,26,演唱類個人獎,最佳樂團獎,戰神,MP魔幻力量:黃柏翔、賴世凱、呂思緯、潘俊佳、李柏誼、蕭秉治,相信音樂國際股份有限公司,MP魔幻力量
104,26,演唱類個人獎,最佳演唱組合獎,新寶島康樂隊第叔張,新寶島康樂隊:陳昇、黃連煜、陳世隆,滾石國際音樂股份有限公司,新寶島康樂隊
104,26,演唱類個人獎,最佳演唱組合獎,Fresh Game,頑童MJ116:陳昱榕、周文傑、林睦淵,滾石國際音樂股份有限公司,頑童MJ116
104,26,演唱類個人獎,最佳演唱組合獎,MURMURSHOW,慢慢說樂團:利得彙、沈志方,雅慕斯娛樂股份有限公司,利得彙‧沈志方
104,26,演唱類個人獎,最佳演唱組合獎,生活不就是這樣,PiA:吳蓓雅、俞心嵐、陳柏誠,三十而立有限公司,吳蓓雅 Pia
104,26,演唱類個人獎,最佳演唱組合獎,不完美紳士,Gentleman:溫國祥(Kenny)、朱威旭(Wish)、鄧加樂(加樂)、潘君侖(Masha),使徒音樂有限公司,Gentleman
104,26,演唱類個人獎,最佳新人獎,"Good Morning, Hard City",符致逸,滾石國際音樂股份有限公司,符致逸
104,26,演唱類個人獎,最佳新人獎,Girls 孫盛希1st創作專輯,孫盛希,滾石國際音樂股份有限公司,孫盛希
104,26,演唱類個人獎,最佳新人獎,21克,陳惠婷,台灣索尼音樂娛樂股份有限公司,陳惠婷
104,26,演唱類個人獎,最佳新人獎,少女維拉,王彙筑,果核有限公司,王彙筑
104,26,演唱類個人獎,最佳新人獎,BOXING,BOXING樂團,環球國際唱片股份有限公司,BOXING樂團
104,26,演奏類出版獎,最佳專輯獎,玩弦四度,玩弦四度,玩弦四度,玩弦四度
104,26,演奏類出版獎,最佳專輯獎,THE FLOW,顏社企業有限公司,顏社企業有限公司,門田英司
104,26,演奏類出版獎,最佳專輯獎,Homeland—徐崇育首張爵士創作專輯,稚庭企業股份有限公司,稚庭企業股份有限公司,徐崇育
104,26,演奏類出版獎,最佳專輯獎,第三個月 3rd Month,十一音像有限公司,十一音像有限公司,彭飛
104,26,演奏類出版獎,最佳專輯獎,餘生-賽德克 巴萊 電影原聲帶,角頭文化事業股份有限公司,角頭文化事業股份有限公司,陳建年
104,26,演奏類個人獎,最佳專輯製作人獎,玩弦四度,余佳倫、黃偉駿,玩弦四度,玩弦四度
104,26,演奏類個人獎,最佳專輯製作人獎,聽見彩虹謠,Daniel Ho,風潮音樂國際股份有限公司,吳蠻、Daniel Ho、Luis Conte
104,26,演奏類個人獎,最佳專輯製作人獎,THE FLOW,門田英司、甯子達,顏社企業有限公司,門田英司
104,26,演奏類個人獎,最佳專輯製作人獎,Homeland—徐崇育首張爵士創作專輯,徐崇育,稚庭企業股份有限公司,徐崇育
104,26,演奏類個人獎,最佳專輯製作人獎,第三個月 3rd Month,彭飛,十一音像有限公司,彭飛
104,26,演奏類個人獎,最佳作曲人獎,Let's Play《玩弦四度》,黃偉駿,玩弦四度,玩弦四度
104,26,演奏類個人獎,最佳作曲人獎,Dolphin Island《THE FLOW》,門田英司,顏社企業有限公司,門田英司
104,26,演奏類個人獎,最佳作曲人獎,A New One《Homeland—徐崇育首張爵士創作專輯》,徐崇育,稚庭企業股份有限公司,徐崇育、Yoran Elyashiv、Justin Wood、Guillermo Romero、Billy Drummond
104,26,演奏類個人獎,最佳作曲人獎,夜晚的貓們 Night Cats《第三個月 3rd Month》,彭飛,十一音像有限公司,彭飛、秦立巍、Toben Chodos、Curtis Ostel、Charles Foldesh、Lionardo Susi、上海交響樂團室內樂團
104,26,演奏類個人獎,最佳作曲人獎,餘生《餘生-賽德克 巴萊 電影原聲帶》,陳建年,角頭文化事業股份有限公司,陳建年
104,26,技術類個人獎,最佳專輯包裝獎,偏執面,環球國際唱片股份有限公司,環球國際唱片股份有限公司,方序中
104,26,技術類個人獎,最佳專輯包裝獎,Ima Lalu Su 你叫什麼名字,大大樹音樂圖像有限公司,大大樹音樂圖像有限公司,羅文岑、蔡安騰、吳芝瑩
104,26,技術類個人獎,最佳專輯包裝獎,芬芳的山谷,無非文化有限公司,無非文化有限公司,徐昌國(五字頭耗子)
104,26,技術類個人獎,最佳專輯包裝獎,呸,華納國際音樂股份有限公司,華納國際音樂股份有限公司,聶永真
104,26,技術類個人獎,最佳專輯包裝獎,小湊戀歌,蘆葦花開音樂藝術文化工作室,蘆葦花開音樂藝術文化工作室,聶永真
104,26,技術類個人獎,最佳專輯包裝獎,哎呦，不錯哦(USB版),杰威爾音樂有限公司,杰威爾音樂有限公司,李仲強
104,26,技術類出版獎,最佳演唱錄音專輯獎,午夜劇院,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,"主要錄音人員：Martin Roller、Miikka Huttunen／主要混音人員：Miikka Huttunen／主要母
帶後製人員：Svante Forsbäck"
104,26,技術類出版獎,最佳演唱錄音專輯獎,危險世界,闊思音樂有限公司,闊思音樂有限公司,主要錄音人員：張德銘／主要混音人員：張德銘、方大同、Phil Tan、Fabian Marasciullo、Ken Lewis／主要母帶後製人員：Dave Kutch
104,26,技術類出版獎,最佳演唱錄音專輯獎,不散，不見,環球國際唱片股份有限公司,環球國際唱片股份有限公司,主要錄音人員：周天澈、Thomas Lo、張洪軍、荒井壯一郎／主要混音人員：趙靖、周天澈／主要母帶後製人員：Ray Staff
104,26,技術類出版獎,最佳演唱錄音專輯獎,玻里尼西亞,角頭文化事業股份有限公司,角頭文化事業股份有限公司,主要錄音人員：鄭峰昇、Isaac Muñoz Casado／主要混音人員：Isaac Muñoz Casado／主要母帶後製人員：王秉皇
104,26,技術類出版獎,最佳演唱錄音專輯獎,呸,華納國際音樂股份有限公司,華納國際音樂股份有限公司,主要錄音人員：鍾成虎、A.J 陳文駿、葉育軒、黃晟峰、趙會濤、周信廷、李詠恩、林邁可／主要混音人員：樊乃綱、Jaycen Joshua、Dan Grech、林正忠／主要母帶後製人員：Chris Gehringer
104,26,技術類出版獎,最佳演奏錄音專輯獎,玩弦四度,玩弦四度,玩弦四度,主要錄音人員：徐玉光／主要混音人員：余佳倫／主要母帶後製人員：Jeff Lipton
104,26,技術類出版獎,最佳演奏錄音專輯獎,海風的牽引,文水藝文事業有限公司,文水藝文事業有限公司,主要錄音人員：王家棟／主要混音人員：王家棟／主要母帶後製人員：楊大緯
104,26,技術類出版獎,最佳演奏錄音專輯獎,陌生人,台灣索尼音樂娛樂股份有限公司,台灣索尼音樂娛樂股份有限公司,主要錄音人員：陳若玗／主要混音人員：James Farber／主要母帶後製人員：Greg Calbi
104,26,技術類出版獎,最佳演奏錄音專輯獎,李世揚vs豐住芳三郎 / 樂無歇_鋼琴與擊樂的即興現場；Music Non-Stop / Piano and Percussion,尼可樂表演藝術有限公司,尼可樂表演藝術有限公司,主要錄音人員：吳東晏／主要混音人員：吳東晏／主要母帶後製人員：吳東晏
104,26,技術類出版獎,最佳演奏錄音專輯獎,杉林小徑（Firry Path）,左耳文化出版社,左耳文化出版社,主要錄音人員：吳東晏／主要混音人員：唐承運／主要母帶後製人員：唐承運
104,26,評審團獎,評審團獎,,從缺,,
104,26,特別貢獻獎,特別貢獻獎,,陳揚,,
104,26,特別貢獻獎,特別貢獻獎,,江蕙,,
