年度,屆別,獎項類別,獎項名稱,入圍作品,入圍單位/者,報名單位,演唱者/演奏者/導演
113,35,演唱類個人獎,最佳專輯製作人獎,簡單一句話,黃浩倫、鄭平,吃淂開音樂有限公司,演唱者：鄭平
113,35,演唱類個人獎,最佳專輯製作人獎,Flow,陳君豪,亞神音樂娛樂股份有限公司,演唱者：楊乃文
113,35,演唱類個人獎,最佳專輯製作人獎,期待集,荒井十一,十一音像有限公司（十一音樂）,演唱者：許鈞
113,35,演唱類個人獎,最佳專輯製作人獎,柒,韓立康,環球國際唱片股份有限公司,演唱者：鳳小岳
113,35,演唱類個人獎,最佳專輯製作人獎,繭的形狀,蕭賀碩,荒島文化有限公司,演唱者：邱淑蟬
113,35,演唱類個人獎,最佳專輯製作人獎,寶藏 Treasure,黃少雍、阿爆ABAO,那屋瓦文化有限公司,演唱者：Makav 真愛
113,35,演唱類個人獎,最佳單曲製作人獎,"情勒《不遠處》
",W.LIN、周已敦,華納國際音樂股份有限公司,演唱者：Marz23、ØZI
113,35,演唱類個人獎,最佳單曲製作人獎,社交恐懼癌《CHIN UP!》,陳奕迅、林家謙,環球國際唱片股份有限公司,演唱者：陳奕迅
113,35,演唱類個人獎,最佳單曲製作人獎,離別總是那麼突然《離別總是那麼突然》,黃韻玲,寬魚國際股份有限公司,演唱者：張惠妹
113,35,演唱類個人獎,最佳單曲製作人獎,UMAMI《UMAMI》,鶴 The Crane、SIRUP、whoosh,孩子氣娛樂股份有限公司,演唱者：鶴 The Crane、SIRUP
113,35,演唱類個人獎,最佳單曲製作人獎,伊的身邊已經有別人2023《伊的身邊已經有別人2023》,劉宗霖、許主携,何樂音樂有限公司,演唱者：許富凱、血肉果汁機
113,35,演唱類個人獎,最佳單曲製作人獎,存活《存活》,熊仔、rgry,台灣索尼音樂娛樂股份有限公司,演唱者：熊仔 feat. SOWUT & BR
113,35,演唱類個人獎,最佳單曲製作人獎,一路以來《一路以來(電影《富都青年》主題曲)》,片山凉太、龍玟宏,大元娛樂有限公司,演唱者：片山凉太
113,35,演唱類個人獎,最佳華語男歌手獎,"期待集
",許鈞,十一音像有限公司（十一音樂）,演唱者：許鈞
113,35,演唱類個人獎,最佳華語男歌手獎,重拾_快樂,林俊傑,就是俊傑音樂股份有限公司,林俊傑
113,35,演唱類個人獎,最佳華語男歌手獎,不遠處,Marz23,華納國際音樂股份有限公司,Marz23
113,35,演唱類個人獎,最佳華語男歌手獎,MC HotDog熱狗,髒藝術家,滾石國際音樂股份有限公司,MC HotDog熱狗
113,35,演唱類個人獎,最佳華語男歌手獎,裘德,裘德,亞神音樂娛樂股份有限公司,裘德
113,35,演唱類個人獎,最佳華語女歌手獎,"Flow
",楊乃文,亞神音樂娛樂股份有限公司,楊乃文
113,35,演唱類個人獎,最佳華語女歌手獎,Boomerang,孫盛希 Shi Shi,滾石國際音樂股份有限公司,孫盛希 Shi Shi
113,35,演唱類個人獎,最佳華語女歌手獎,Sent,9m88,爵士寶貝有限公司,9m88
113,35,演唱類個人獎,最佳華語女歌手獎,圓,蘇運瑩,嗨庫文化傳媒有限公司,蘇運瑩
113,35,演唱類個人獎,最佳華語女歌手獎,在與生俱來的不平衡裡,袁婭維,銀翼文創有限公司,袁婭維
113,35,演唱類個人獎,最佳台語男歌手獎,"刀馬旦
",翁立友,豪記影視唱片有限公司,翁立友
113,35,演唱類個人獎,最佳台語男歌手獎,簡單一句話,鄭平,吃淂開音樂有限公司,鄭平
113,35,演唱類個人獎,最佳台語男歌手獎,上好的一年,林俊逸,媒體棧國際行銷事業股份有限公司,林俊逸
113,35,演唱類個人獎,最佳台語男歌手獎,心內烏空,蘇明淵,風潮音樂國際股份有限公司,蘇明淵
113,35,演唱類個人獎,最佳台語男歌手獎,五木大学,許富凱,何樂音樂有限公司,許富凱
113,35,演唱類個人獎,最佳台語女歌手獎,夜婆 Iā-Pô,巴奈 Panai,創銘實業股份有限公司,巴奈 Panai
113,35,演唱類個人獎,最佳台語女歌手獎,"一路平安
",熊美玲,滾石移動股份有限公司,熊美玲
113,35,演唱類個人獎,最佳台語女歌手獎,陷眠,江惠儀,九丸音樂有限公司,江惠儀
113,35,演唱類個人獎,最佳台語女歌手獎,十八般武藝,黃妃,華特國際音樂股份有限公司,黃妃
113,35,演唱類個人獎,最佳台語女歌手獎,彼个秘密,蔡家蓁,時代創藝企業有限公司,蔡家蓁
113,35,演唱類個人獎,最佳客語歌手獎,"羊尾仔看詩

",林鈺婷,山狗大樂團,林鈺婷
113,35,演唱類個人獎,最佳客語歌手獎,遷徙,葉穎,心流創藝有限公司,葉穎
113,35,演唱類個人獎,最佳客語歌手獎,繭的形狀,邱淑蟬,荒島文化有限公司,邱淑蟬
113,35,演唱類個人獎,最佳客語歌手獎,Chill 幻,林沛蕎,大力文化股份有限公司,林沛蕎
113,35,演唱類個人獎,最佳客語歌手獎,鎮妹 Zhin‘ Moi,柔 米,親愛的音樂有限公司,柔 米
113,35,演唱類個人獎,最佳原住民語歌手獎,"Vusam種子
",舞炯恩加以法利得Utjung Tjakivalid,斯納伊工作室,舞炯恩加以法利得Utjung Tjakivalid
113,35,演唱類個人獎,最佳原住民語歌手獎,黑名單工作室 #3 《浮生錄：廣財與老樂手》,廣財與老樂手,林廣財音樂工作室,廣財與老樂手
113,35,演唱類個人獎,最佳原住民語歌手獎,世界和我一起跳舞,雅維·茉芮 Yaway·Mawring,風潮音樂國際股份有限公司,雅維·茉芮 Yaway·Mawring
113,35,演唱類個人獎,最佳原住民語歌手獎,寶藏 Treasure,Makav 真愛,那屋瓦文化有限公司,Makav 真愛
113,35,演唱類個人獎,最佳原住民語歌手獎,美感 Harateng no Pangcah,舞思愛,愛玩音樂有限公司,舞思愛
113,35,演唱類個人獎,最佳樂團獎,家和萬事興,滅火器（楊大正、鄭宇辰、陳敬元、柯志勛）,火氣音樂股份有限公司,滅火器
113,35,演唱類個人獎,最佳樂團獎,美麗新世界,露波合唱團（王彥博、簡靖宣、洪晨、許丞皓、李權哲）,谷威人有限公司,露波合唱團
113,35,演唱類個人獎,最佳樂團獎,姿態,傻子與白痴（蔡維澤、鄭光良、李沂邦、徐維均）,相信音樂國際股份有限公司,傻子與白痴
113,35,演唱類個人獎,最佳樂團獎,帶你飛,告五人（犬青、雲安、哲謙）,相信音樂國際股份有限公司,告五人
113,35,演唱類個人獎,最佳樂團獎,瓦合,草東沒有派對（林耕佑、詹爲筑、楊世暄、黃士瑋）,黑皮國有限公司,草東沒有派對
113,35,演唱類個人獎,最佳樂團獎,世界 World,大象體操（張凱翔、張凱婷、涂嘉欽）,合作藝文有限公司,大象體操
113,35,演唱類個人獎,最佳樂團獎,都是浪漫害的,麋先生（吳聖皓、林喆安、余柏羲、張以諾、盧逸凡）,相信音樂國際股份有限公司,麋先生
113,35,演唱類個人獎,最佳演唱組合獎,海海人生,青虫（黃柏翰、郭宏、吉尼）,晨安音樂有限公司,青虫
113,35,演唱類個人獎,最佳演唱組合獎,最好的日常 （Those Days）,歐開合唱團 O-Kai Singers（葉微真、李湘君、葉孝恩、馮瀚亭）,歐開文化創意股份有限公司,歐開合唱團 O-Kai Singers
113,35,演唱類個人獎,最佳演唱組合獎,減肥計劃,尋人啟事（錢沛筠（DoDo）、錢姵文（Rere）、呂佳諭（掐玉）、陳信迪、孫晨銘（阿諾））,尋人啟事樂團工作室,尋人啟事
113,35,演唱類個人獎,最佳演唱組合獎,三不管,SmashRegz（呂士軒、張伍、史今）,任意門娛樂股份有限公司,SmashRegz
113,35,演唱類個人獎,最佳演唱組合獎,自然現象,Limi（白淩、呂旻）,我害你聽音樂有限公司,Limi
113,35,演唱類個人獎,最佳新人獎,簡單一句話,鄭平,吃淂開音樂有限公司,鄭平
113,35,演唱類個人獎,最佳新人獎,把水開著,鄒序,瑞泉文嘉股份有限公司,鄒序
113,35,演唱類個人獎,最佳新人獎,Be a Lover,王ADEN,愛騰音樂有限公司,王ADEN
113,35,演唱類個人獎,最佳新人獎,躍,徐暐翔,台灣索尼音樂娛樂股份有限公司,徐暐翔
113,35,演唱類個人獎,最佳新人獎,柒,鳳小岳,環球國際唱片股份有限公司,鳳小岳
113,35,演唱類個人獎,最佳新人獎,寶藏 Treasure,Makav 真愛,那屋瓦文化有限公司,Makav 真愛
113,35,演唱類個人獎,最佳新人獎,Jocelyn 9.4.0,Jocelyn 9.4.0,華風數位股份有限公司,Jocelyn 9.4.0
113,35,演奏類出版獎,演奏類最佳專輯獎,內建系統,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,演奏者：傑瑞米·培爾特、里奇·古瓷、艾倫·梅德納爾、魯千千
113,35,演奏類出版獎,演奏類最佳專輯獎,一種分析辣椒素的方法,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,演奏者：dongyi
113,35,演奏類出版獎,演奏類最佳專輯獎,美麗的灣,好有感覺音樂事業有限公司,好有感覺音樂事業有限公司,演奏者：邱群、黃緊雋、達卡鬧、黃威、黃韻叡、黃煜程、胡哲睿、曹昌玄、盧品穎
113,35,演奏類出版獎,演奏類最佳專輯獎,2023陳明章電影配樂三部曲,陳明章音樂工作有限公司,陳明章音樂工作有限公司,演奏者：陳明章
113,35,演奏類出版獎,演奏類最佳專輯獎,無常定,宏揚國際有限公司,宏揚國際有限公司,演奏者：劉㔻、蘇紫旭
113,35,演奏類個人獎,演奏類最佳專輯製作人獎,一種分析辣椒素的方法,dongyi,好有感覺音樂事業有限公司,演奏者：dongyi
113,35,演奏類個人獎,演奏類最佳專輯製作人獎,沒問題少女,Ruby Pan 潘子爵、呂聖斐,荒島文化有限公司,演奏者：Ruby Pan 潘子爵
113,35,演奏類個人獎,演奏類最佳專輯製作人獎,at one,余佳倫、賴二川,和諧滙聚股份有限公司,演奏者：余佳倫
113,35,演奏類個人獎,演奏類最佳專輯製作人獎,繞．境,高杰 J Geddes,風潮音樂國際股份有限公司,演奏者：踢霹歐爵士大樂團
113,35,演奏類個人獎,演奏類最佳作曲人獎,賣火柴的小女孩《Pluto Potato》,Plutato,明天的歌有限公司,演奏者：Plutato
113,35,演奏類個人獎,演奏類最佳作曲人獎,嗨高科技 Hi-Tech Pros and Cons《自由的姿態 （Liberated Gesture)》,蘇郁涵,好有感覺音樂事業有限公司,演奏者：蘇郁涵
113,35,演奏類個人獎,演奏類最佳作曲人獎,第一樂章｜長河漸落曉星沉《未來旅行》,徐之晗,海蝶音樂股份有限公司,演奏者：徐之晗
113,35,演奏類個人獎,演奏類最佳作曲人獎,Walking Through Fear String Quartet+Piano《Walking Through Fear String Quartet+Piano》,Jo-Yu Chen,台灣索尼音樂娛樂股份有限公司,演奏者：Jo-Yu Chen Featuring Richard Lin
113,35,演奏類個人獎,演奏類最佳作曲人獎,優雅如你《繞．境》,Matthew James Fullen,風潮音樂國際股份有限公司,演奏者：踢霹歐爵士大樂團
113,35,技術類個人獎,最佳裝幀設計獎,海海人生,鄭麗華,晨安音樂有限公司,
113,35,技術類個人獎,最佳裝幀設計獎,Flow,吳建龍,亞神音樂娛樂股份有限公司,
113,35,技術類個人獎,最佳裝幀設計獎,姿態,盧翊軒,相信音樂國際股份有限公司,
113,35,技術類個人獎,最佳裝幀設計獎,心內烏空,盧翊軒、黃嘉宏／,風潮音樂國際股份有限公司,
113,35,技術類個人獎,最佳裝幀設計獎,Almost Human,劉悅德,華研國際音樂股份有限公司,
113,35,技術類出版獎,最佳演唱錄音專輯獎,"Flow
",亞神音樂娛樂股份有限公司 ,亞神音樂娛樂股份有限公司 ,主要錄音人員：蔡周翰、沈冠霖、王永鈞、Brent Clark、錢煒安、葉育軒／主要混音人員：黃文萱、陳君豪、Caesar Edmunds／主要母帶後製人員：Matt Colton
113,35,技術類出版獎,最佳演唱錄音專輯獎,期待集,十一音像有限公司（十一音樂） ,十一音像有限公司（十一音樂） ,主要錄音人員：林克昶、多斯／主要混音人員：林克昶、趙靖／主要母帶後製人員：三隻狗擠巴士、全相彥
113,35,技術類出版獎,最佳演唱錄音專輯獎,姿態,相信音樂國際股份有限公司 ,相信音樂國際股份有限公司 ,主要錄音人員：陸希文／主要混音人員：陸希文、周冠儒／主要母帶後製人員：陸希文
113,35,技術類出版獎,最佳演唱錄音專輯獎,裘德,亞神音樂娛樂股份有限公司 ,亞神音樂娛樂股份有限公司 ,主要錄音人員：洪士誠（小剛）、少天、邢銅、張宇涵、孟韜、李楊／主要混音人員：Matthew Sim／主要母帶後製人員：Alex Psaroudakis
113,35,技術類出版獎,最佳演唱錄音專輯獎,Sent,爵士寶貝有限公司 ,爵士寶貝有限公司 ,主要錄音人員：蔡周翰、楊子霆、陳建良、鄭凱元／主要混音人員：蔡周翰、單為明／主要母帶後製人員：Stuart Hawkes
113,35,技術類出版獎,最佳演奏錄音專輯獎,"Pluto Potato
",明天的歌有限公司 ,明天的歌有限公司 ,主要錄音人員：蔡周翰／主要混音人員：陳君豪、蔡周翰、程杰／主要母帶後製人員：Alex Gordon
113,35,技術類出版獎,最佳演奏錄音專輯獎,內建系統,好有感覺音樂事業有限公司 ,好有感覺音樂事業有限公司 ,主要錄音人員：傑瑞米·凱斯／主要混音人員：大衛·達林頓／主要母帶後製人員：大衛·達林頓
113,35,技術類出版獎,最佳演奏錄音專輯獎,Exploitation Suite,禾廣娛樂股份有限公司 ,禾廣娛樂股份有限公司 ,主要錄音人員：Michael Perez Cisneros、Kevin Thomas／主要混音人員：Michael Perez Cisneros／主要母帶後製人員：Michael Perez Cisneros
113,35,技術類出版獎,最佳演奏錄音專輯獎,我的麻吉4個鬼（電影原聲帶）,黑馬映像電影有限公司 ,黑馬映像電影有限公司 ,主要錄音人員：蔡周翰、孫紹庭／主要混音人員：蔡周翰／主要母帶後製人員：Robert Kleiner
113,35,技術類出版獎,最佳演奏錄音專輯獎,電影《幽暗小徑的鬼》原聲帶,卻而娛樂事業工作室 ,卻而娛樂事業工作室 ,主要錄音人員：葉育軒／主要混音人員：葉育軒／主要母帶後製人員：葉育軒
113,35,評審團獎,評審團獎,,,,
113,35,特別貢獻獎,特別貢獻獎,,"劉清池、鄭華娟
",,
